t,phase,method,p_true,coverage,avg_length,reject_rate,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var,T,T0,n,p_hat,delta,n_sim,conf_level,alpha_nominal,scenario,scenario_n,scenario_p
13,pre_drift,cp,0.001,0.985,0.005373352622739319,0.015,0.00011755722528664652,0.0054909098480260135,5.2005979843677545e-08,2.8967060788182473e-06,0.005373352622739319,2.288321198918685e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
14,pre_drift,cp,0.001,0.979,0.005298647857884289,0.021,0.00010679296836141967,0.005405440826245745,4.893983660405169e-08,2.7583465134161185e-06,0.005298647857884289,2.1895756524656762e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
15,pre_drift,cp,0.001,0.984,0.005315760436068295,0.016,0.00010747836590466744,0.005423238801972999,4.675881005218549e-08,2.740897946573289e-06,0.005315760436068295,2.1867703795057653e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
16,pre_drift,cp,0.001,0.975,0.005351688047413215,0.025,0.00011812341701029832,0.005469811464423552,6.182198681826277e-08,2.984761005382883e-06,0.005351688047413215,2.326698672587725e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
17,pre_drift,cp,0.001,0.979,0.005457060582341111,0.021,0.00013154419348786244,0.005588604775829015,7.280234441277366e-08,3.137523022317351e-06,0.005457060582341111,2.4116465241458664e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
18,pre_drift,cp,0.001,0.975,0.005405617369746543,0.025,0.0001249073475515966,0.00553052471729818,5.777141974281995e-08,3.0400070459739165e-06,0.005405617369746543,2.384183125201136e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
19,pre_drift,cp,0.001,0.979,0.005273597400687979,0.021,0.00011632209775373485,0.0053899194984417505,5.815564605220464e-08,3.080084654750333e-06,0.005273597400687979,2.421352223973772e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
20,pre_drift,cp,0.001,0.979,0.005389077571978823,0.021,0.00011894800056194476,0.005508025572540806,4.987756324959895e-08,2.898361845959539e-06,0.005389077571978823,2.298438191702149e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
21,pre_drift,cp,0.001,0.976,0.005354774600767179,0.024,0.0001172230978870602,0.005471997698654274,5.1911103994027035e-08,2.9308227432779835e-06,0.005354774600767179,2.3193068499388527e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
22,pre_drift,cp,0.001,0.975,0.0053241258127112705,0.025,0.00011285490131046235,0.00543698071402177,5.2412497529948476e-08,2.8783044068628574e-06,0.0053241258127112705,2.2743852632895686e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
23,pre_drift,cp,0.001,0.989,0.0052573152797001955,0.011,0.00010157057326277695,0.005358885852963011,4.494039204252776e-08,2.695272719123567e-06,0.0052573152797001955,2.1637481097744796e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
24,pre_drift,cp,0.001,0.987,0.00530943544912105,0.013,0.00010663127314989549,0.005416066722270984,4.35052298110224e-08,2.7261944257173817e-06,0.00530943544912105,2.190383000165065e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
25,post_drift,cp,0.0010227272727272728,0.983,0.005422977922594281,0.017,0.00011453174389443504,0.005537509666488756,5.412635363510241e-08,2.725047528076796e-06,0.005422977922594281,2.1399178808090563e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
26,post_drift,cp,0.0010454545454545454,0.98,0.0054193465574936695,0.02,0.00012007195218331493,0.0055394185096770245,5.477425972722748e-08,2.87562333942372e-06,0.0054193465574936695,2.258862847028037e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
27,post_drift,cp,0.0010681818181818182,0.982,0.005467008803951994,0.018,0.00012725623037771407,0.005594265034329753,5.2852360162754434e-08,2.949000978382748e-06,0.005467008803951994,2.324203453716487e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
28,post_drift,cp,0.001090909090909091,0.995,0.00555229132143769,0.027,0.00014698576613022407,0.005699277087567961,6.450558030791225e-08,3.2839449059485792e-06,0.00555229132143769,2.548627443141209e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
29,post_drift,cp,0.0011136363636363637,0.997,0.005462277032236931,0.023,0.00013164610368898645,0.005593923135925957,5.855229730420298e-08,3.0858277707619577e-06,0.005462277032236931,2.4129634474881575e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
30,post_drift,cp,0.0011363636363636363,0.994,0.0055616794476390785,0.023,0.0001461409962298888,0.005707820443869013,6.535338657392366e-08,3.2405274177026e-06,0.0055616794476390785,2.509664748402807e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
31,post_drift,cp,0.001159090909090909,0.993,0.005621347593041414,0.033,0.00015637489301166045,0.005777722486053121,7.641954864995205e-08,3.3735945648030613e-06,0.005621347593041414,2.568678919202114e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
32,post_drift,cp,0.0011818181818181819,0.989,0.005625110250899109,0.035,0.00016410823144971963,0.005789218482348875,8.738434720038878e-08,3.5887463569848487e-06,0.005625110250899109,2.704461993307854e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
33,post_drift,cp,0.0012045454545454547,0.99,0.005625898008408303,0.047,0.00016315640371100405,0.005789054412119349,8.813401087690036e-08,3.557788452162947e-06,0.005625898008408303,2.666503155262922e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
34,post_drift,cp,0.0012272727272727272,0.994,0.005643486322436021,0.029,0.00014692983192802816,0.005790416154364093,6.6026535916616e-08,3.053392550341387e-06,0.005643486322436021,2.3464990187437067e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
35,post_drift,cp,0.00125,0.986,0.005761580607081459,0.037,0.00017920147700315904,0.005940782084084671,9.356163216117581e-08,3.6029274645232287e-06,0.005761580607081459,2.6814257530139972e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
36,post_drift,cp,0.0012727272727272728,0.99,0.00578165716263136,0.044,0.00018516372707452723,0.005966820889705938,9.473490033381165e-08,3.6964455823109503e-06,0.00578165716263136,2.7531299996346386e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
37,post_drift,cp,0.0012954545454545454,0.989,0.005746416045805944,0.038,0.00017637472821053498,0.0059227907740165295,9.120761498533419e-08,3.568859444591433e-06,0.005746416045805944,2.6633304169749406e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
38,post_drift,cp,0.0013181818181818182,0.993,0.005838075822433754,0.043,0.00018419752016627866,0.006022273342600085,8.646951236013809e-08,3.478673452572303e-06,0.005838075822433754,2.599944735327681e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
39,post_drift,cp,0.001340909090909091,0.988,0.005864260814519855,0.043,0.00019217051173018145,0.006056431326250092,9.729159833161735e-08,3.6220167523782595e-06,0.005864260814519855,2.6752701723905875e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
40,post_drift,cp,0.0013636363636363637,0.982,0.005904847605702707,0.053,0.00020376897872682615,0.006108616584429587,1.2503194817839655e-07,3.852450839159119e-06,0.005904847605702707,2.7588708397321225e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
41,post_drift,cp,0.0013863636363636365,0.989,0.0059125435302622535,0.045,0.00019713815046824864,0.0061096816807305575,9.58230652724131e-08,3.589656654125073e-06,0.0059125435302622535,2.652249636738277e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
42,post_drift,cp,0.001409090909090909,0.985,0.0059224354069707065,0.06,0.00020972594699610427,0.006132161353966859,1.1321217936122052e-07,3.9125662637883e-06,0.0059224354069707065,2.8476692976316687e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
43,post_drift,cp,0.0014318181818181819,0.983,0.006027949268606781,0.063,0.00022513409655516733,0.006253083365161999,1.2142930480829608e-07,3.952521439652625e-06,0.006027949268606781,2.8438714112254655e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
44,post_drift,cp,0.0014545454545454545,0.989,0.006043213528354511,0.051,0.00021728216127189697,0.006260495689626469,1.0068370749012323e-07,3.6417837696565313e-06,0.006043213528354511,2.6576900649083915e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
45,post_drift,cp,0.0014772727272727272,0.98,0.005996157267111247,0.068,0.0002211610446916161,0.006217318311802921,1.3191329122362612e-07,3.97951570218645e-06,0.005996157267111247,2.815913659996753e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
46,post_drift,cp,0.0015,0.981,0.006040548669966768,0.068,0.00023446808037296885,0.006275016750339791,1.36029529377539e-07,4.169844186296632e-06,0.006040548669966768,2.9660162286684793e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
47,post_drift,cp,0.0015227272727272728,0.98,0.006082689503190694,0.065,0.0002377670464113921,0.006320456549602147,1.3052287154368453e-07,4.085267474347303e-06,0.006082689503190694,2.913272626060376e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
48,post_drift,cp,0.0015454545454545456,0.98,0.00610533313889043,0.078,0.00024176286670625344,0.006347096005596738,1.3570393447990458e-07,4.112317010844615e-06,0.00610533313889043,2.912089057422246e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
49,post_drift,cp,0.0015681818181818184,0.978,0.006115833354381424,0.06,0.00023815869327936865,0.006353992047660852,1.29564343661541e-07,3.96946009131762e-06,0.006115833354381424,2.8201422852208336e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
50,post_drift,cp,0.001590909090909091,0.976,0.006216545528596559,0.073,0.0002599618800108075,0.006476507408607428,1.3924063433625645e-07,4.13338480326029e-06,0.006216545528596559,2.9084165379591066e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
51,post_drift,cp,0.0016136363636363635,0.974,0.006181712176552523,0.087,0.0002608143594812078,0.006442526536033785,1.516899565714012e-07,4.323683009147787e-06,0.006181712176552523,3.017901029319178e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
52,post_drift,cp,0.0016363636363636363,0.992,0.00615019770356022,0.064,0.00023893606103377103,0.006389133764594049,1.326936611815251e-07,3.867047984149215e-06,0.00615019770356022,2.725538005006944e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
53,post_drift,cp,0.001659090909090909,0.996,0.006234851992148894,0.081,0.0002632236711553295,0.0064980756633042855,1.429256571606659e-07,4.148873916394974e-06,0.006234851992148894,2.9046656399097327e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
54,post_drift,cp,0.001681818181818182,0.994,0.006394435819349008,0.1,0.00029394356429915684,0.006688379383648224,1.629474924558999e-07,4.259625393799242e-06,0.006394435819349008,2.904480699697283e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
55,post_drift,cp,0.0017045454545454547,0.991,0.0062962343492203405,0.083,0.0002792830152198515,0.006575517364440256,1.7535149021663532e-07,4.372602575928152e-06,0.0062962343492203405,2.9856440066089655e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
56,post_drift,cp,0.0017272727272727275,0.992,0.006332457260413655,0.096,0.00028892192501179116,0.0066213791854255145,1.7008361762362794e-07,4.433241166630072e-06,0.006332457260413655,3.0333862854066188e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
57,post_drift,cp,0.00175,0.988,0.00637014269873733,0.107,0.0003128466048506597,0.00668298930358805,2.0789731307479952e-07,4.942763376415738e-06,0.00637014269873733,3.3101942467054113e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
58,post_drift,cp,0.0017727272727272728,0.983,0.006408352234971074,0.107,0.00030671506947510654,0.006715067304446237,2.1185667625363015e-07,4.644738096669008e-06,0.006408352234971074,3.057515401803255e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
59,post_drift,cp,0.0017954545454545454,0.99,0.006512320407337839,0.111,0.00032627794280515126,0.006838598350143065,1.9508926839284716e-07,4.589315258119157e-06,0.006512320407337839,3.0621138408036175e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
60,post_drift,cp,0.0018181818181818182,0.986,0.006535905080020631,0.12,0.00033111844338820016,0.006867023523408896,2.0237780569050435e-07,4.604576372698733e-06,0.006535905080020631,3.0378782900031967e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
61,post_drift,cp,0.001840909090909091,0.983,0.006600625011141363,0.129,0.0003520794952915238,0.006952704506432955,2.2507805639032847e-07,4.855611120678205e-06,0.006600625011141363,3.167478655962941e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
62,post_drift,cp,0.0018636363636363638,0.99,0.006473519668126646,0.107,0.00031905363330449735,0.00679257330143121,1.852669708570004e-07,4.568216958822755e-06,0.006473519668126646,3.0802798074423842e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
63,post_drift,cp,0.0018863636363636365,0.987,0.006637054436664489,0.12,0.00035409608878832894,0.00699115052545289,2.084251946909925e-07,4.6766082641508334e-06,0.006637054436664489,3.085455697902463e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
64,post_drift,cp,0.0019090909090909091,0.982,0.006638780019495739,0.141,0.0003755990596047037,0.0070143790791005155,2.491780574289843e-07,5.280315344563345e-06,0.006638780019495739,3.42442203116216e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
65,post_drift,cp,0.001931818181818182,0.984,0.006688375060733862,0.147,0.00038087404007549686,0.007069249100809426,2.4035001528907255e-07,5.129729788185589e-06,0.006688375060733862,3.327254221014964e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
66,post_drift,cp,0.0019545454545454545,0.985,0.00671871708778634,0.135,0.0003769139421059392,0.007095631029892348,2.3593585554729584e-07,4.862661748495433e-06,0.00671871708778634,3.125305876540027e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
67,post_drift,cp,0.0019772727272727277,0.985,0.006688981112034465,0.145,0.00037512086962849476,0.007064101981663031,2.4218005118064665e-07,4.988944765547025e-06,0.006688981112034465,3.2011910023609666e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
68,post_drift,cp,0.002,0.984,0.006679223052819786,0.14,0.0003720922126232283,0.007051315265443087,2.2960658469369568e-07,4.935137987479474e-06,0.006679223052819786,3.201175049142511e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
1,pre_drift,normal,0.001,0.618,0.002470307120940603,0.382,2.9271902239982795e-06,0.0024732343111646027,9.279657420899508e-10,4.9471372369222795e-06,0.002470307120940603,4.912555621573297e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
2,pre_drift,normal,0.001,0.627,0.002496489428001778,0.373,4.637938378345094e-06,0.002501127366380123,3.4576868906018404e-09,4.967877813703795e-06,0.002496489428001778,4.905357396589335e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
3,pre_drift,normal,0.001,0.655,0.002611917488338826,0.345,4.812262900654873e-06,0.0026167297512394807,2.097875975898154e-09,4.936584289796365e-06,0.002611917488338826,4.878545658890172e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
4,pre_drift,normal,0.001,0.649,0.0026243130762248442,0.351,2.7384313772778057e-06,0.002627051507602122,5.728513620282138e-10,5.0066741808315515e-06,0.0026243130762248442,4.976467401214738e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
5,pre_drift,normal,0.001,0.652,0.0025882339776355204,0.348,3.6434675253168223e-06,0.0025918774451608377,1.3258224320074544e-09,4.8450442644399665e-06,0.0025882339776355204,4.80209935293759e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
6,pre_drift,normal,0.001,0.651,0.002550408164121087,0.349,2.575511254266234e-06,0.0025529836753753533,8.989814020386216e-10,4.684692129780124e-06,0.002550408164121087,4.6543177763391085e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
7,pre_drift,normal,0.001,0.621,0.0024883469073705604,0.379,4.593221025850467e-06,0.0024929401283964106,2.7674231055066237e-09,5.046195090694019e-06,0.0024883469073705604,4.986700876454293e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
8,pre_drift,normal,0.001,0.652,0.0025994202328114475,0.348,3.190949451297314e-06,0.002602611182262745,9.495416696251484e-10,4.873859169195526e-06,0.0025994202328114475,4.837255708277315e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
9,pre_drift,normal,0.001,0.643,0.0025091202256910493,0.357,1.8592339529476912e-06,0.002510979459643997,4.995948064496093e-10,4.579441460147261e-06,0.0025091202256910493,4.55802298111873e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
10,pre_drift,normal,0.001,0.615,0.0024748236322127515,0.385,3.2917885555847764e-06,0.0024781154207683363,1.2973418912828654e-09,5.024755407948978e-06,0.0024748236322127515,4.9847750617336315e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
11,pre_drift,normal,0.001,0.621,0.0024738399353966428,0.379,3.3047079174392274e-06,0.0024771446433140814,1.637980722800133e-09,4.896853928631766e-06,0.0024738399353966428,4.855233144398608e-06,68,24,1000,0.001,0.001,1000,0.95,0.050000000000000044,Low Default,1000,0.001
