t,phase,method,p_true,coverage,avg_length,reject_rate,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var,T,T0,n,p_hat,delta,n_sim,conf_level,alpha_nominal,scenario,scenario_n,scenario_p
9,pre_drift,jeffreys,0.01,0.961,0.0038974928031790756,0.039,0.008174191664684662,0.012071684467863716,7.899049637786191e-07,1.164034362185031e-06,0.0038974928031790756,3.620023235060193e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
10,pre_drift,jeffreys,0.01,0.961,0.003900613688025816,0.039,0.008187726984871383,0.012088340672897184,7.553832985971283e-07,1.1134123092359756e-06,0.003900613688025816,3.4658378393945984e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
11,pre_drift,jeffreys,0.01,0.944,0.003910480007681414,0.056,0.008235678833575356,0.012146158841256723,8.135512151394715e-07,1.1978356825837432e-06,0.003910480007681414,3.7108941943912515e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
12,pre_drift,jeffreys,0.01,0.935,0.0039038026920600157,0.065,0.008205526925807137,0.012109329617867136,8.491531971526411e-07,1.250636306426579e-06,0.0039038026920600157,3.879639949085106e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
13,pre_drift,jeffreys,0.01,0.958,0.0038991508522623246,0.042,0.008182160146705033,0.01208131099896734,7.94646322977837e-07,1.1715483660674586e-06,0.0038991508522623246,3.65106236710378e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
14,pre_drift,jeffreys,0.01,0.947,0.0039042190107818364,0.053,0.008205118887642228,0.012109337898424052,7.746655015932895e-07,1.1409337961400278e-06,0.0039042190107818364,3.538489234122336e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
15,pre_drift,jeffreys,0.01,0.945,0.0039060169318277677,0.055,0.008214117113118596,0.012120134044946367,7.917096296200532e-07,1.1662898394355827e-06,0.0039060169318277677,3.621216012446962e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
16,pre_drift,jeffreys,0.01,0.948,0.0038944773676964244,0.052,0.008160203757524935,0.012054681125221364,7.924311190186332e-07,1.1679975746697316e-06,0.0038944773676964244,3.6358306490320624e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
17,pre_drift,jeffreys,0.01,0.952,0.003906562868620675,0.048,0.00821604354209558,0.012122606410716255,7.731086464399223e-07,1.1385441870827946e-06,0.003906562868620675,3.529367740869778e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
18,pre_drift,jeffreys,0.01,0.957,0.003912981848249826,0.043,0.008246424553596846,0.012159406401846653,7.857529879527926e-07,1.1558936647707908e-06,0.003912981848249826,3.5650278013784383e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
19,pre_drift,jeffreys,0.01,0.959,0.003888967703143254,0.041,0.008133666891606961,0.012022634594750206,7.71738518432345e-07,1.136129713260746e-06,0.003888967703143254,3.517312207654193e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
20,pre_drift,jeffreys,0.01,0.939,0.003905000706088432,0.061,0.00821202589130174,0.012117026597390146,8.80322472512023e-07,1.2956944122461908e-06,0.003905000706088432,4.0070383566773965e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
21,pre_drift,jeffreys,0.01,0.952,0.0039008905603824754,0.048,0.008189188095192333,0.012090078655574791,7.650864557071872e-07,1.1264701826582994e-06,0.0039008905603824754,3.4889427844585184e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
22,pre_drift,jeffreys,0.01,0.947,0.0038913046980133875,0.053,0.008144994849065378,0.012036299547078765,7.810183470434532e-07,1.1509129914832514e-06,0.0038913046980133875,3.579069401690599e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
23,pre_drift,jeffreys,0.01,0.956,0.0038935608172473153,0.044,0.008155663450450955,0.012049224267698248,7.823671194898038e-07,1.1536742418838083e-06,0.0038935608172473153,3.598803751121135e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
24,pre_drift,jeffreys,0.01,0.958,0.0039030531380663956,0.042,0.008199203672209806,0.012102256810276183,7.600303208230816e-07,1.1194405776847956e-06,0.0039030531380663956,3.4730567496094796e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
25,post_drift,jeffreys,0.010227272727272727,0.935,0.003939844881974125,0.062,0.008376652322869256,0.012316497204843357,9.053026357875568e-07,1.329700423147054e-06,0.003939844881974125,4.072693322834363e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
26,post_drift,jeffreys,0.010454545454545454,0.94,0.003984456376831415,0.075,0.008587080783972119,0.012571537160803524,8.632825750768308e-07,1.2603312851498642e-06,0.003984456376831415,3.749702769152572e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
27,post_drift,jeffreys,0.010681818181818181,0.945,0.00403073826680825,0.118,0.008811469699916199,0.012842207966724445,9.107746341667511e-07,1.3248843663274596e-06,0.00403073826680825,3.873478263362502e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
28,post_drift,jeffreys,0.01090909090909091,0.942,0.004078308967796345,0.175,0.00904401167626181,0.013122320644058145,9.26332027699779e-07,1.3408705893158993e-06,0.004078308967796345,3.827192562064712e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
29,post_drift,jeffreys,0.011136363636363637,0.953,0.004112158066049129,0.216,0.009210235184612918,0.013322393250662009,8.972062202412297e-07,1.2940380127315714e-06,0.004112158066049129,3.62765224090061e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
30,post_drift,jeffreys,0.011363636363636364,0.941,0.004155956087080275,0.296,0.00943046738578866,0.013586423472868914,9.531420404053462e-07,1.3696949909016408e-06,0.004155956087080275,3.770229145479785e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
31,post_drift,jeffreys,0.011590909090909091,0.961,0.004200372342588232,0.386,0.009654589262002312,0.013854961604590512,9.410586556921096e-07,1.3470390045042019e-06,0.004200372342588232,3.634624744711706e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
32,post_drift,jeffreys,0.011818181818181818,0.951,0.004237936953309213,0.467,0.009847446752548453,0.014085383705857626,9.76381898105613e-07,1.3923972078889383e-06,0.004237936953309213,3.685375228968735e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
33,post_drift,jeffreys,0.012045454545454545,0.944,0.004283482190341679,0.554,0.010084600128686737,0.014368082319028398,1.0436330232452555e-06,1.482359430114385e-06,0.004283482190341679,3.843654653049391e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
34,post_drift,jeffreys,0.012272727272727274,0.955,0.00431714959456784,0.614,0.010259711780964893,0.014576861375532707,1.014316008852577e-06,1.436428832986812e-06,0.00431714959456784,3.6661380368902425e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
35,post_drift,jeffreys,0.0125,0.961,0.004357871712021176,0.667,0.010474983575795693,0.014832855287816834,1.0320875718535904e-06,1.4560858154892033e-06,0.004357871712021176,3.6429386737541934e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
36,post_drift,jeffreys,0.012727272727272728,0.96,0.004401367428121587,0.775,0.01070636355909624,0.015107730987217793,1.001157133193731e-06,1.4076928772799736e-06,0.004401367428121587,3.458600725352566e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
37,post_drift,jeffreys,0.012954545454545455,0.948,0.004422819314354425,0.811,0.010823101236110483,0.015245920550464894,1.0528959978977866e-06,1.4781143884893915e-06,0.004422819314354425,3.601305492744716e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
38,post_drift,jeffreys,0.013181818181818182,0.965,0.004471671489980198,0.876,0.011087292799934086,0.015558964289914263,1.0004988504244531e-06,1.3998332122293735e-06,0.004471671489980198,3.347957189370646e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
39,post_drift,jeffreys,0.013409090909090909,0.959,0.00451255774675074,0.903,0.011313879106430409,0.015826436853181122,1.0881062865798524e-06,1.5160867573492062e-06,0.00451255774675074,3.543944027713101e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
40,post_drift,jeffreys,0.013636363636363637,0.938,0.004551353186540035,0.936,0.011531413667075318,0.016082766853615326,1.1826769298587281e-06,1.6431215035153765e-06,0.004551353186540035,3.780188879694445e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
41,post_drift,jeffreys,0.013863636363636364,0.957,0.004587535987888571,0.955,0.011731759869545009,0.016319295857433528,1.0758289772343633e-06,1.4901273704478351e-06,0.004587535987888571,3.370050906778999e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
42,post_drift,jeffreys,0.014090909090909091,0.952,0.004625090520051755,0.973,0.011946215885077995,0.016571306405129743,1.1572232974803082e-06,1.6004939850929956e-06,0.004625090520051755,3.5894040705633e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
43,post_drift,jeffreys,0.014318181818181818,0.949,0.004668144621808191,0.981,0.012192312279456162,0.01686045690126434,1.1636652170491854e-06,1.6036851524050579e-06,0.004668144621808191,3.524347024200624e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
44,post_drift,jeffreys,0.014545454545454545,0.959,0.004703736337658741,0.993,0.012396952778384528,0.01710068911604326,1.1366132301633962e-06,1.560784723929668e-06,0.004703736337658741,3.3588092279993926e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
45,post_drift,jeffreys,0.014772727272727272,0.965,0.004729641316620789,0.993,0.012547553468902437,0.017277194785523208,1.1283593470710136e-06,1.5480796749582333e-06,0.004729641316620789,3.3140621973305675e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
46,post_drift,jeffreys,0.015,0.959,0.004773550465596156,0.996,0.01280661840525673,0.01758016887085286,1.208809381337498e-06,1.6523303469606599e-06,0.004773550465596156,3.461672509489909e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
47,post_drift,jeffreys,0.015227272727272728,0.96,0.004796911520359065,0.996,0.012943595308860583,0.017740506829219602,1.1521300220734625e-06,1.572391015662914e-06,0.004796911520359065,3.263906164135941e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
48,post_drift,jeffreys,0.015454545454545453,0.941,0.004825457228764144,1.0,0.013117468503347437,0.01794292573211156,1.3526022459365889e-06,1.8426548391427635e-06,0.004825457228764144,3.783559490982692e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
49,post_drift,jeffreys,0.015681818181818182,0.962,0.0048672376898621144,1.0,0.013365201319232285,0.018232439009094395,1.2068688480007495e-06,1.6391612144464715e-06,0.0048672376898621144,3.304793956926023e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
50,post_drift,jeffreys,0.015909090909090907,0.952,0.004896942236140775,0.999,0.013545593065525453,0.018442535301666226,1.2377050478715548e-06,1.6781418327707544e-06,0.004896942236140775,3.348330953470828e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
51,post_drift,jeffreys,0.016136363636363636,0.959,0.004931242869187008,1.0,0.013754977784467945,0.018686220653654953,1.241824549638444e-06,1.6817297162233865e-06,0.004931242869187008,3.330895939016048e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
52,post_drift,jeffreys,0.016363636363636365,0.947,0.004976159598600383,1.0,0.014034332818767883,0.019010492417368248,1.4070079483630865e-06,1.8978117797587013e-06,0.004976159598600383,3.667664831656162e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
53,post_drift,jeffreys,0.01659090909090909,0.952,0.005016536269810251,1.0,0.014284266987193808,0.019300803257004066,1.3619943116586868e-06,1.830632827561486e-06,0.005016536269810251,3.4609485402505876e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
54,post_drift,jeffreys,0.01681818181818182,0.945,0.0050397481349804246,1.0,0.014431115561509231,0.01947086369648967,1.4306878734442316e-06,1.923052139320776e-06,0.0050397481349804246,3.6371760856386976e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
55,post_drift,jeffreys,0.017045454545454544,0.95,0.005073541429182448,1.0,0.014644252880703569,0.01971779430988601,1.442372838692202e-06,1.934338936862448e-06,0.005073541429182448,3.606379019462753e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
56,post_drift,jeffreys,0.017272727272727273,0.944,0.005102581097915032,1.0,0.014830675334009988,0.019933256431925037,1.5594902364225185e-06,2.087796840407252e-06,0.005102581097915032,3.849892692722352e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
57,post_drift,jeffreys,0.0175,0.939,0.005142675753048736,1.0,0.015087848389510246,0.020230524142558975,1.6043337903832934e-06,2.1416630108208787e-06,0.005142675753048736,3.8772366712753955e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
58,post_drift,jeffreys,0.017727272727272727,0.965,0.00516863491400452,1.0,0.01525231786262067,0.020420952776625218,1.4386549235893278e-06,1.9180878398899885e-06,0.00516863491400452,3.44370547320389e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
59,post_drift,jeffreys,0.017954545454545456,0.956,0.0052039981317975725,1.0,0.015482065167066829,0.0206860632988644,1.4553798015017505e-06,1.9356895660056425e-06,0.0052039981317975725,3.4213758374821145e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
60,post_drift,jeffreys,0.01818181818181818,0.944,0.005237809048260759,1.0,0.015706590305054398,0.02094439935331515,1.6488540478500004e-06,2.190047884975503e-06,0.005237809048260759,3.836805943262779e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
61,post_drift,jeffreys,0.01840909090909091,0.952,0.005258694583279723,1.0,0.015840706019027796,0.021099400602307493,1.4610998381044907e-06,1.936709482907445e-06,0.005258694583279723,3.347644294839872e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
62,post_drift,jeffreys,0.01863636363636364,0.949,0.005310704386968931,1.0,0.016187294000450755,0.02149799838741968,1.5535563436843954e-06,2.0537528948537365e-06,0.005310704386968931,3.487368935505846e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
63,post_drift,jeffreys,0.018863636363636364,0.956,0.005319236771752419,1.0,0.016244510130275194,0.021563746902027562,1.5704112611269333e-06,2.0746740230493635e-06,0.005319236771752419,3.5071190408720275e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
64,post_drift,jeffreys,0.019090909090909092,0.946,0.005347230681171201,1.0,0.016433154902444416,0.0217803855836156,1.627822745994302e-06,2.1475847810780856e-06,0.005347230681171201,3.597657119156411e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
65,post_drift,jeffreys,0.019318181818181818,0.949,0.005404520002900355,1.0,0.016820990465065407,0.022225510467965746,1.6519544309658214e-06,2.1703472243004337e-06,0.005404520002900355,3.5340301317126466e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
66,post_drift,jeffreys,0.019545454545454546,0.941,0.005415617815106618,1.0,0.01689831770771064,0.022313935522817224,1.7486156819728903e-06,2.297860526591887e-06,0.005415617815106618,3.747713076442596e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
67,post_drift,jeffreys,0.019772727272727275,0.961,0.005447776152547002,1.0,0.017115571436404815,0.022563347588951826,1.5592526997657789e-06,2.0452066409869804e-06,0.005447776152547002,3.29293974703836e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
68,post_drift,jeffreys,0.02,0.942,0.0054913390454788035,1.0,0.017418696491053143,0.022910035536531904,1.7075527747175356e-06,2.2352589983640507e-06,0.0054913390454788035,3.550293671895265e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
1,pre_drift,cp,0.01,0.95,0.003989488032749794,0.05,0.008092156071431706,0.012081644104181418,8.007007569989293e-07,1.1795300754586483e-06,0.003989488032749794,3.662347798023664e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
2,pre_drift,cp,0.01,0.953,0.00399032339417548,0.047,0.008096536200805667,0.012086859594981061,8.141543676270076e-07,1.1998084636247815e-06,0.00399032339417548,3.7325061221646296e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
3,pre_drift,cp,0.01,0.947,0.004004707766050383,0.053,0.00816360434461156,0.012168312110661845,8.098094276661811e-07,1.1929263733614145e-06,0.004004707766050383,3.705354120193854e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
4,pre_drift,cp,0.01,0.964,0.004000275312021923,0.036,0.008141532490564396,0.012141807802586233,7.708566544864504e-07,1.1349578524696969e-06,0.004000275312021923,3.5144716890064646e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
5,pre_drift,cp,0.01,0.949,0.004000887165511601,0.051,0.00814552511992353,0.012146412285435048,8.031404000705155e-07,1.18338923263769e-06,0.004000887165511601,3.6782873955035824e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
6,pre_drift,cp,0.01,0.958,0.003999612531885504,0.042,0.008139966061750697,0.012139578593636104,8.117680272284606e-07,1.1972562433445588e-06,0.003999612531885504,3.737575730641406e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
7,pre_drift,cp,0.01,0.959,0.004010515452446979,0.041,0.008190584345322854,0.012201099797769729,8.089063661196726e-07,1.1897676809025082e-06,0.004010515452446979,3.6672969823514753e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
8,pre_drift,cp,0.01,0.956,0.0039964552903552835,0.044,0.00812545339834033,0.012121908688695506,8.221246535929354e-07,1.2118400741258084e-06,0.0039964552903552835,3.7735002662346936e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
9,pre_drift,cp,0.01,0.97,0.003997451929362391,0.03,0.008129052145964648,0.012126504075326961,7.894641322716466e-07,1.1635025437428822e-06,0.003997451929362391,3.6200895022423646e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
10,pre_drift,cp,0.01,0.963,0.004000572849070948,0.037,0.008142582916484238,0.012143155765555082,7.549612085808015e-07,1.1129030746422194e-06,0.004000572849070948,3.465901293477183e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
11,pre_drift,cp,0.01,0.947,0.004010439245688599,0.053,0.008190522787990326,0.012200962033678844,8.13099762335512e-07,1.1972911988045805e-06,0.004010439245688599,3.710961890894426e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
12,pre_drift,cp,0.01,0.947,0.004003761863110451,0.053,0.008160380066435154,0.01216414192954551,8.486810363042714e-07,1.2500668040123035e-06,0.004003761863110451,3.8797107726509626e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
13,pre_drift,cp,0.01,0.959,0.003999109991218861,0.041,0.00813701860780595,0.012136128599024729,7.942012893354122e-07,1.1710113645892618e-06,0.003999109991218861,3.6511295053283865e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
14,pre_drift,cp,0.01,0.956,0.004004178201603058,0.044,0.008159970348760629,0.012164148550363579,7.742352244053188e-07,1.1404148742786007e-06,0.004004178201603058,3.5385535313311827e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
15,pre_drift,cp,0.01,0.957,0.004005976134298451,0.043,0.008168966544175364,0.012174942678473707,7.912689389500077e-07,1.1657582736320827e-06,0.004005976134298451,3.6212820965888707e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
16,pre_drift,cp,0.01,0.949,0.003994436465907235,0.051,0.008115068217383182,0.012109504683290322,7.919881905417512e-07,1.1674631783120811e-06,0.003994436465907235,3.63589731700007e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
17,pre_drift,cp,0.01,0.959,0.004006522080947102,0.041,0.008170891933625886,0.01217741401457288,7.726796534914985e-07,1.138026858655953e-06,0.004006522080947102,3.529431719925935e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
18,pre_drift,cp,0.01,0.961,0.00401294111686372,0.039,0.00820126472971739,0.012214205846581002,7.853205026924198e-07,1.1553723671550394e-06,0.00401294111686372,3.565091860623204e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
19,pre_drift,cp,0.01,0.964,0.0039889267585805945,0.036,0.008088538066455785,0.012077464825036285,7.713109630199245e-07,1.1356141188021524e-06,0.0039889267585805945,3.517376058906631e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
20,pre_drift,cp,0.01,0.944,0.0040049598829191594,0.056,0.008166877859581624,0.012171837742500694,8.798354184424756e-07,1.2951071286785752e-06,0.0040049598829191594,4.0071110681345114e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
21,pre_drift,cp,0.01,0.957,0.004000849723969984,0.043,0.008144043691394638,0.012144893415364521,7.646623396421657e-07,1.1259587297265895e-06,0.004000849723969984,3.489006129214561e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
22,pre_drift,cp,0.01,0.954,0.003991263770522874,0.046,0.008099863236942735,0.012091127007465518,7.805824881452854e-07,1.1503871641167936e-06,0.003991263770522874,3.579134933256504e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
23,pre_drift,cp,0.01,0.96,0.003993519908253306,0.04,0.008110529007852007,0.012104048916105233,7.819282732763119e-07,1.1531446500019854e-06,0.003993519908253306,3.598870068347707e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
24,pre_drift,cp,0.01,0.962,0.004003012321272603,0.038,0.008154056434641057,0.012157068755913575,7.596078795668164e-07,1.1189310698878942e-06,0.004003012321272603,3.4731199669555036e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
25,post_drift,cp,0.010227272727272727,0.944,0.004039804362928712,0.053,0.008331459723239683,0.012371264086168328,9.048095258354345e-07,1.3291063899805117e-06,0.004039804362928712,4.0727658545851374e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
26,post_drift,cp,0.010454545454545454,0.955,0.004084416254589316,0.066,0.008541830728265138,0.012626246982854349,8.62834552863847e-07,1.259793163313304e-06,0.004084416254589316,3.7497653689707504e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
27,post_drift,cp,0.010681818181818181,0.949,0.004130698515437126,0.1,0.008766162956999234,0.012896861472436296,9.103152933716957e-07,1.32433360322911e-06,0.004130698515437126,3.8735406005503225e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
28,post_drift,cp,0.01090909090909091,0.95,0.00417826958837097,0.154,0.00899864741150829,0.013176916999879175,9.258826643413116e-07,1.3403329975143665e-06,0.00417826958837097,3.827251313513378e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
29,post_drift,cp,0.011136363636363637,0.958,0.004212118947420342,0.188,0.009164830301171987,0.013376949248592217,8.967837328386773e-07,1.2935334678076103e-06,0.004212118947420342,3.62770575253604e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
30,post_drift,cp,0.011363636363636364,0.95,0.004255917278178179,0.26,0.009385012098395033,0.013640929376573128,9.527062509585811e-07,1.3691754449089602e-06,0.004255917278178179,3.7702827693277685e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
31,post_drift,cp,0.011590909090909091,0.962,0.004300333844583785,0.354,0.009609083137764107,0.013909416982347805,9.406421874408398e-07,1.3465434317054483e-06,0.004300333844583785,3.6346742868546226e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
32,post_drift,cp,0.011818181818181818,0.96,0.004337898703601306,0.425,0.00980189886151051,0.01413979756511171,9.759631589387234e-07,1.3918998442509522e-06,0.004337898703601306,3.6854234070121856e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
33,post_drift,cp,0.012045454545454545,0.944,0.004383444226601177,0.511,0.010039002841366978,0.014422447067968056,1.0431998550499593e-06,1.4818458558141104e-06,0.004383444226601177,3.8437029637791975e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
34,post_drift,cp,0.012272727272727274,0.963,0.004417111843383727,0.582,0.010214077894235937,0.014631189737619605,1.0139057639137e-06,1.4359431594850166e-06,0.004417111843383727,3.6661825328462345e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
35,post_drift,cp,0.0125,0.961,0.004457834203819577,0.633,0.010429306636326002,0.014887140840145491,1.0316832603909714e-06,1.4556080060019962e-06,0.004457834203819577,3.642981156538858e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
36,post_drift,cp,0.012727272727272728,0.964,0.004501330173306928,0.745,0.010660641159293967,0.015161971332600822,1.0007762541050188e-06,1.4072434888804883e-06,0.004501330173306928,3.458639547080584e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
37,post_drift,cp,0.012954545454545455,0.948,0.004522782174871796,0.785,0.010777357279751574,0.015300139454623302,1.0525006546877676e-06,1.477648257728611e-06,0.004522782174871796,3.601345309453877e-08,68,24,10000,0.01,0.01,1000,0.95,0.050000000000000044,Large Sample,10000,0.01
