n,p_true,np_target,rho,method,coverage,avg_length,reject_star_rate,conf_level,n_sim
200,0.0002,0.04,0.2,jeffreys,0.9966,0.012617726157391049,0.0034,0.95,5000
200,0.0002,0.04,0.2,cp,0.9968,0.01842672757403584,0.0032,0.95,5000
200,0.0002,0.04,0.2,normal,0.0008,0.00019193536085374273,0.9992,0.95,5000
200,0.00025,0.05,0.0,jeffreys,0.948,0.013002087415073985,0.052,0.95,5000
200,0.00025,0.05,0.0,cp,0.9984,0.018762993337103403,0.0016,0.95,5000
200,0.00025,0.05,0.0,normal,0.052,0.0007843491962939336,0.948,0.95,5000
200,0.00025,0.05,0.01,jeffreys,0.971,0.012894155221956638,0.029,0.95,5000
200,0.00025,0.05,0.01,cp,0.989,0.018678029695963643,0.011,0.95,5000
200,0.00025,0.05,0.01,normal,0.027,0.0006068552017429727,0.973,0.95,5000
200,0.00025,0.05,0.02,jeffreys,0.9788,0.012867597069170643,0.0212,0.95,5000
200,0.00025,0.05,0.02,cp,0.9886,0.018659273464051912,0.0114,0.95,5000
200,0.00025,0.05,0.02,normal,0.0164,0.0005538634877983498,0.9836,0.95,5000
200,0.00025,0.05,0.05,jeffreys,0.9888,0.01274087669296775,0.0112,0.95,5000
200,0.00025,0.05,0.05,cp,0.9928,0.018542313004468555,0.0072,0.95,5000
200,0.00025,0.05,0.05,normal,0.0076,0.0003661809944371027,0.9924,0.95,5000
200,0.00025,0.05,0.1,jeffreys,0.9932,0.012671809010315083,0.0068,0.95,5000
200,0.00025,0.05,0.1,cp,0.9954,0.01847748503855597,0.0046,0.95,5000
200,0.00025,0.05,0.1,normal,0.004,0.00026493176507300906,0.996,0.95,5000
200,0.00025,0.05,0.15,jeffreys,0.9918,0.012769090951746167,0.0082,0.95,5000
200,0.00025,0.05,0.15,cp,0.994,0.018573528045208332,0.006,0.95,5000
200,0.00025,0.05,0.15,normal,0.0042,0.0003809880160194896,0.9958,0.95,5000
200,0.00025,0.05,0.2,jeffreys,0.9962,0.012614985191059545,0.0038,0.95,5000
200,0.00025,0.05,0.2,cp,0.9968,0.018423572300262155,0.0032,0.95,5000
200,0.00025,0.05,0.2,normal,0.0014,0.00018913398475282764,0.9986,0.95,5000
200,0.00035000000000000005,0.07,0.0,jeffreys,0.9336,0.01314817015227091,0.0664,0.95,5000
200,0.00035000000000000005,0.07,0.0,cp,0.9982,0.018894881636380177,0.0018,0.95,5000
200,0.00035000000000000005,0.07,0.0,normal,0.0664,0.0009973049368856976,0.9336,0.95,5000
200,0.00035000000000000005,0.07,0.01,jeffreys,0.9628,0.012998778280134564,0.0372,0.95,5000
200,0.00035000000000000005,0.07,0.01,cp,0.9856,0.018774602338387954,0.0144,0.95,5000
200,0.00035000000000000005,0.07,0.01,normal,0.0342,0.0007578098237433614,0.9658,0.95,5000
200,0.00035000000000000005,0.07,0.02,jeffreys,0.9718,0.01296850483926554,0.0282,0.95,5000
200,0.00035000000000000005,0.07,0.02,cp,0.986,0.018753393051482926,0.014,0.95,5000
200,0.00035000000000000005,0.07,0.02,normal,0.0218,0.0007015303504158405,0.9782,0.95,5000
200,0.00035000000000000005,0.07,0.05,jeffreys,0.9834,0.012878053662207171,0.0166,0.95,5000
200,0.00035000000000000005,0.07,0.05,cp,0.9898,0.018674377693426437,0.0102,0.95,5000
200,0.00035000000000000005,0.07,0.05,normal,0.0102,0.0005481867800629825,0.9898,0.95,5000
200,0.00035000000000000005,0.07,0.1,jeffreys,0.9884,0.012830894672952146,0.0116,0.95,5000
200,0.00035000000000000005,0.07,0.1,cp,0.9916,0.01863210161472755,0.0084,0.95,5000
200,0.00035000000000000005,0.07,0.1,normal,0.0062,0.0004710458989009304,0.9938,0.95,5000
200,0.00035000000000000005,0.07,0.15,jeffreys,0.9932,0.012708016496452111,0.0068,0.95,5000
200,0.00035000000000000005,0.07,0.15,cp,0.9948,0.018513768434688712,0.0052,0.95,5000
200,0.00035000000000000005,0.07,0.15,normal,0.0032,0.00030727771120340303,0.9968,0.95,5000
200,0.00035000000000000005,0.07,0.2,jeffreys,0.9962,0.012640318157397598,0.0038,0.95,5000
200,0.00035000000000000005,0.07,0.2,cp,0.9972,0.01844890127553949,0.0028,0.95,5000
200,0.00035000000000000005,0.07,0.2,normal,0.0016,0.000212944396847822,0.9984,0.95,5000
200,0.0005,0.1,0.0,jeffreys,0.902,0.013484423377832115,0.098,0.95,5000
200,0.0005,0.1,0.0,cp,0.9962,0.01920002205779834,0.0038,0.95,5000
200,0.0005,0.1,0.0,normal,0.098,0.0014854552221205356,0.902,0.95,5000
200,0.0005,0.1,0.01,jeffreys,0.9484,0.013216678678388237,0.0516,0.95,5000
200,0.0005,0.1,0.01,cp,0.9792,0.018978468704805053,0.0208,0.95,5000
200,0.0005,0.1,0.01,normal,0.0484,0.0010639180153632164,0.9516,0.95,5000
200,0.0005,0.1,0.02,jeffreys,0.96,0.01321805626230701,0.04,0.95,5000
200,0.0005,0.1,0.02,cp,0.9798,0.018991599959143988,0.0202,0.95,5000
200,0.0005,0.1,0.02,normal,0.0314,0.0010347458843668821,0.9686,0.95,5000
200,0.0005,0.1,0.05,jeffreys,0.9784,0.01300551669077293,0.0216,0.95,5000
200,0.0005,0.1,0.05,cp,0.9878,0.018797058142430278,0.0122,0.95,5000
200,0.0005,0.1,0.05,normal,0.0136,0.0007129013043110884,0.9864,0.95,5000
200,0.0005,0.1,0.1,jeffreys,0.9874,0.012844340334792523,0.0126,0.95,5000
200,0.0005,0.1,0.1,cp,0.9908,0.018644569305902713,0.0092,0.95,5000
200,0.0005,0.1,0.1,normal,0.0064,0.0004925269302917707,0.9936,0.95,5000
200,0.0005,0.1,0.15,jeffreys,0.9882,0.012868140382913859,0.0118,0.95,5000
200,0.0005,0.1,0.15,cp,0.9918,0.018669134076513317,0.0082,0.95,5000
200,0.0005,0.1,0.15,normal,0.0062,0.0005075610852005016,0.9938,0.95,5000
200,0.0005,0.1,0.2,jeffreys,0.9886,0.012817775092395508,0.0114,0.95,5000
200,0.0005,0.1,0.2,cp,0.9924,0.018619150904456882,0.0076,0.95,5000
200,0.0005,0.1,0.2,normal,0.006,0.0004534416419233457,0.994,0.95,5000
200,0.00075,0.15,0.0,jeffreys,0.9912,0.013884255058371327,0.0088,0.95,5000
200,0.00075,0.15,0.0,cp,0.9912,0.01956462838879076,0.0088,0.95,5000
200,0.00075,0.15,0.0,normal,0.1338,0.0020627045617893623,0.8662,0.95,5000
200,0.00075,0.15,0.01,jeffreys,0.9674,0.01366258152851056,0.0326,0.95,5000
200,0.00075,0.15,0.01,cp,0.9674,0.01939654074338342,0.0326,0.95,5000
200,0.00075,0.15,0.01,normal,0.0756,0.0016873769599303834,0.9244,0.95,5000
200,0.00075,0.15,0.02,jeffreys,0.9702,0.013532037101430826,0.0298,0.95,5000
200,0.00075,0.15,0.02,cp,0.9702,0.0192897518164676,0.0298,0.95,5000
200,0.00075,0.15,0.02,normal,0.0472,0.0014641965357116782,0.9528,0.95,5000
200,0.00075,0.15,0.05,jeffreys,0.9766,0.013385518843318098,0.0234,0.95,5000
200,0.00075,0.15,0.05,cp,0.9766,0.019162390108761067,0.0234,0.95,5000
200,0.00075,0.15,0.05,normal,0.0256,0.0012199220284393607,0.9744,0.95,5000
200,0.00075,0.15,0.1,jeffreys,0.9824,0.013245061996823626,0.0176,0.95,5000
200,0.00075,0.15,0.1,cp,0.9824,0.019034848334400764,0.0176,0.95,5000
200,0.00075,0.15,0.1,normal,0.0124,0.0010000125427095184,0.9876,0.95,5000
200,0.00075,0.15,0.15,jeffreys,0.989,0.012991973573313604,0.011,0.95,5000
200,0.00075,0.15,0.15,cp,0.989,0.018790407347075953,0.011,0.95,5000
200,0.00075,0.15,0.15,normal,0.0076,0.0006627895979041308,0.9924,0.95,5000
200,0.00075,0.15,0.2,jeffreys,0.9926,0.012834146949328726,0.0074,0.95,5000
200,0.00075,0.15,0.2,cp,0.9926,0.018638306168983088,0.0074,0.95,5000
200,0.00075,0.15,0.2,normal,0.0036,0.00045890311998116317,0.9964,0.95,5000
200,0.001,0.2,0.0,jeffreys,0.9832,0.014430464519744092,0.0168,0.95,5000
200,0.001,0.2,0.0,cp,0.9832,0.020063211294815524,0.0168,0.95,5000
200,0.001,0.2,0.0,normal,0.1822,0.0028499428160655323,0.8178,0.95,5000
200,0.001,0.2,0.01,jeffreys,0.9526,0.014163066383165886,0.0474,0.95,5000
200,0.001,0.2,0.01,cp,0.9526,0.019866767382302787,0.0474,0.95,5000
200,0.001,0.2,0.01,normal,0.105,0.0023970986312869267,0.895,0.95,5000
200,0.001,0.2,0.02,jeffreys,0.957,0.013950399838256406,0.043,0.95,5000
200,0.001,0.2,0.02,cp,0.957,0.019688540340156595,0.043,0.95,5000
200,0.001,0.2,0.02,normal,0.0646,0.002041138703531921,0.9354,0.95,5000
200,0.001,0.2,0.05,jeffreys,0.97,0.013611538492967609,0.03,0.95,5000
200,0.001,0.2,0.05,cp,0.97,0.019380329783602518,0.03,0.95,5000
200,0.001,0.2,0.05,normal,0.0306,0.0015269786728531196,0.9694,0.95,5000
200,0.001,0.2,0.1,jeffreys,0.9832,0.013355827288949204,0.0168,0.95,5000
200,0.001,0.2,0.1,cp,0.9832,0.019141468587383515,0.0168,0.95,5000
200,0.001,0.2,0.1,normal,0.0172,0.0011293618110102376,0.9828,0.95,5000
200,0.001,0.2,0.15,jeffreys,0.9854,0.0132112846066894,0.0146,0.95,5000
200,0.001,0.2,0.15,cp,0.9854,0.0190064455159282,0.0146,0.95,5000
200,0.001,0.2,0.15,normal,0.0084,0.0009235881549709349,0.9916,0.95,5000
200,0.001,0.2,0.2,jeffreys,0.9888,0.013042241241902895,0.0112,0.95,5000
200,0.001,0.2,0.2,cp,0.9888,0.018840131809570684,0.0112,0.95,5000
200,0.001,0.2,0.2,normal,0.0076,0.0007194150879181931,0.9924,0.95,5000
200,0.00125,0.25,0.0,jeffreys,0.9764,0.01476267723144879,0.0236,0.95,5000
200,0.00125,0.25,0.0,cp,0.9974,0.020368927401732944,0.0026,0.95,5000
200,0.00125,0.25,0.0,normal,0.2092,0.003326066176145016,0.7908,0.95,5000
200,0.00125,0.25,0.01,jeffreys,0.947,0.014430770749738135,0.053,0.95,5000
200,0.00125,0.25,0.01,cp,0.972,0.020121200143156194,0.028,0.95,5000
200,0.00125,0.25,0.01,normal,0.1144,0.0027631776722515495,0.8856,0.95,5000
200,0.00125,0.25,0.02,jeffreys,0.9458,0.01440953141933318,0.0542,0.95,5000
200,0.00125,0.25,0.02,cp,0.9658,0.020122954690774877,0.0342,0.95,5000
200,0.00125,0.25,0.02,normal,0.085,0.00267689156360389,0.915,0.95,5000
200,0.00125,0.25,0.05,jeffreys,0.9652,0.013812937580199074,0.0348,0.95,5000
200,0.00125,0.25,0.05,cp,0.9742,0.01957087185143038,0.0258,0.95,5000
200,0.00125,0.25,0.05,normal,0.04,0.001800767885385538,0.96,0.95,5000
200,0.00125,0.25,0.1,jeffreys,0.975,0.013528296574666868,0.025,0.95,5000
200,0.00125,0.25,0.1,cp,0.9798,0.01930878799187922,0.0202,0.95,5000
200,0.00125,0.25,0.1,normal,0.019,0.0013676057775069052,0.981,0.95,5000
200,0.00125,0.25,0.15,jeffreys,0.9832,0.013328777897593758,0.0168,0.95,5000
200,0.00125,0.25,0.15,cp,0.9856,0.01911933895411385,0.0144,0.95,5000
200,0.00125,0.25,0.15,normal,0.0124,0.001076370724441169,0.9876,0.95,5000
200,0.00125,0.25,0.2,jeffreys,0.9842,0.013398894421918167,0.0158,0.95,5000
200,0.00125,0.25,0.2,cp,0.9862,0.019191089676422673,0.0138,0.95,5000
200,0.00125,0.25,0.2,normal,0.0092,0.0011400409663429082,0.9908,0.95,5000
200,0.0015,0.3,0.0,jeffreys,0.9656,0.015243041943455224,0.0344,0.95,5000
200,0.0015,0.3,0.0,cp,0.9964,0.02081058617447426,0.0036,0.95,5000
200,0.0015,0.3,0.0,normal,0.2486,0.004013623238006376,0.7514,0.95,5000
200,0.0015,0.3,0.01,jeffreys,0.9316,0.014822207124497956,0.0684,0.95,5000
200,0.0015,0.3,0.01,cp,0.9654,0.020489725685795022,0.0346,0.95,5000
200,0.0015,0.3,0.01,normal,0.1382,0.0033153340707497096,0.8618,0.95,5000
200,0.0015,0.3,0.02,jeffreys,0.9394,0.014589318491485965,0.0606,0.95,5000
200,0.0015,0.3,0.02,cp,0.9604,0.020297103068230956,0.0396,0.95,5000
200,0.0015,0.3,0.02,normal,0.09,0.002916550440302399,0.91,0.95,5000
200,0.0015,0.3,0.05,jeffreys,0.9546,0.014351217280908142,0.0454,0.95,5000
200,0.0015,0.3,0.05,cp,0.9646,0.0200953003073542,0.0354,0.95,5000
200,0.0015,0.3,0.05,normal,0.0468,0.0024730720445454795,0.9532,0.95,5000
200,0.0015,0.3,0.1,jeffreys,0.9714,0.013718228531979543,0.0286,0.95,5000
200,0.0015,0.3,0.1,cp,0.9776,0.019491608960724535,0.0224,0.95,5000
200,0.0015,0.3,0.1,normal,0.025,0.0016095179953452578,0.975,0.95,5000
200,0.0015,0.3,0.15,jeffreys,0.9796,0.013494440954564587,0.0204,0.95,5000
200,0.0015,0.3,0.15,cp,0.9832,0.019278690415455824,0.0168,0.95,5000
200,0.0015,0.3,0.15,normal,0.0172,0.0012949449110649918,0.9828,0.95,5000
200,0.0015,0.3,0.2,jeffreys,0.9812,0.01347217144481699,0.0188,0.95,5000
200,0.0015,0.3,0.2,cp,0.9838,0.019261541479309287,0.0162,0.95,5000
200,0.0015,0.3,0.2,normal,0.0116,0.0012434468591257862,0.9884,0.95,5000
200,0.0017499999999999998,0.35,0.0,jeffreys,0.951,0.015980558581796003,0.049,0.95,5000
200,0.0017499999999999998,0.35,0.0,cp,0.9956,0.021487162241446686,0.0044,0.95,5000
200,0.0017499999999999998,0.35,0.0,normal,0.3104,0.005071422448522479,0.6896,0.95,5000
200,0.0017499999999999998,0.35,0.01,jeffreys,0.9212,0.015218268876547012,0.0788,0.95,5000
200,0.0017499999999999998,0.35,0.01,cp,0.9554,0.020865584513206345,0.0446,0.95,5000
200,0.0017499999999999998,0.35,0.01,normal,0.1564,0.003864767806379065,0.8436,0.95,5000
200,0.0017499999999999998,0.35,0.02,jeffreys,0.9298,0.014922547964044795,0.0702,0.95,5000
200,0.0017499999999999998,0.35,0.02,cp,0.9576,0.020611088587549762,0.0424,0.95,5000
200,0.0017499999999999998,0.35,0.02,normal,0.1058,0.003372255977373893,0.8942,0.95,5000
200,0.0017499999999999998,0.35,0.05,jeffreys,0.9474,0.014473201463156182,0.0526,0.95,5000
200,0.0017499999999999998,0.35,0.05,cp,0.9608,0.020212318903672095,0.0392,0.95,5000
200,0.0017499999999999998,0.35,0.05,normal,0.0532,0.002647076934891668,0.9468,0.95,5000
200,0.0017499999999999998,0.35,0.1,jeffreys,0.9666,0.01403049735709489,0.0334,0.95,5000
200,0.0017499999999999998,0.35,0.1,cp,0.974,0.019797924958718092,0.026,0.95,5000
200,0.0017499999999999998,0.35,0.1,normal,0.0266,0.001982090170406965,0.9734,0.95,5000
200,0.0017499999999999998,0.35,0.15,jeffreys,0.97,0.01391098239063358,0.03,0.95,5000
200,0.0017499999999999998,0.35,0.15,cp,0.9766,0.019684146387232225,0.0234,0.95,5000
200,0.0017499999999999998,0.35,0.15,normal,0.0236,0.0018179524987381325,0.9764,0.95,5000
200,0.0017499999999999998,0.35,0.2,jeffreys,0.9812,0.013537338511769536,0.0188,0.95,5000
200,0.0017499999999999998,0.35,0.2,cp,0.9836,0.01932337427586184,0.0164,0.95,5000
200,0.0017499999999999998,0.35,0.2,normal,0.015,0.0013258446580092923,0.985,0.95,5000
200,0.002,0.4,0.0,jeffreys,0.939,0.016274607669782455,0.061,0.95,5000
200,0.002,0.4,0.0,cp,0.9936,0.021762056270814047,0.0064,0.95,5000
200,0.002,0.4,0.0,normal,0.3302,0.0054858002985825076,0.6698,0.95,5000
200,0.002,0.4,0.01,jeffreys,0.904,0.015760545711748175,0.096,0.95,5000
200,0.002,0.4,0.01,cp,0.9518,0.02137293205350757,0.0482,0.95,5000
200,0.002,0.4,0.01,normal,0.1908,0.004626301217330358,0.8092,0.95,5000
200,0.002,0.4,0.02,jeffreys,0.9186,0.015318906583552632,0.0814,0.95,5000
200,0.002,0.4,0.02,cp,0.949,0.020986830113254428,0.051,0.95,5000
200,0.002,0.4,0.02,normal,0.1248,0.0039240142678665735,0.8752,0.95,5000
200,0.002,0.4,0.05,jeffreys,0.9362,0.01502807212781861,0.0638,0.95,5000
200,0.002,0.4,0.05,cp,0.9526,0.0207510081203103,0.0474,0.95,5000
200,0.002,0.4,0.05,normal,0.0602,0.003352329635433135,0.9398,0.95,5000
200,0.002,0.4,0.1,jeffreys,0.965,0.014104481435761417,0.035,0.95,5000
200,0.002,0.4,0.1,cp,0.9728,0.019865103963131955,0.0272,0.95,5000
200,0.002,0.4,0.1,normal,0.0332,0.0020995478214399783,0.9668,0.95,5000
200,0.002,0.4,0.15,jeffreys,0.9678,0.014115724536101751,0.0322,0.95,5000
200,0.002,0.4,0.15,cp,0.974,0.019886164708764226,0.026,0.95,5000
200,0.002,0.4,0.15,normal,0.024,0.0020559908663805326,0.976,0.95,5000
200,0.002,0.4,0.2,jeffreys,0.9752,0.013769891655396722,0.0248,0.95,5000
200,0.002,0.4,0.2,cp,0.9804,0.019551331502274873,0.0196,0.95,5000
200,0.002,0.4,0.2,normal,0.016,0.0016125965742860803,0.984,0.95,5000
200,0.0022500000000000003,0.45,0.0,jeffreys,0.9892,0.01665629262374665,0.0108,0.95,5000
200,0.0022500000000000003,0.45,0.0,cp,0.9892,0.022118964573559635,0.0108,0.95,5000
200,0.0022500000000000003,0.45,0.0,normal,0.3554,0.006025185512888347,0.6446,0.95,5000
200,0.0022500000000000003,0.45,0.01,jeffreys,0.9442,0.016115579133408157,0.0558,0.95,5000
200,0.0022500000000000003,0.45,0.01,cp,0.9442,0.021709658520216276,0.0558,0.95,5000
200,0.0022500000000000003,0.45,0.01,normal,0.2058,0.005119244074792509,0.7942,0.95,5000
200,0.0022500000000000003,0.45,0.02,jeffreys,0.9422,0.01570328646916706,0.0578,0.95,5000
200,0.0022500000000000003,0.45,0.02,cp,0.9422,0.021350672002585273,0.0578,0.95,5000
200,0.0022500000000000003,0.45,0.02,normal,0.1452,0.004450656665607521,0.8548,0.95,5000
200,0.0022500000000000003,0.45,0.05,jeffreys,0.9496,0.015113849437228224,0.0504,0.95,5000
200,0.0022500000000000003,0.45,0.05,cp,0.9496,0.02082655169656491,0.0504,0.95,5000
200,0.0022500000000000003,0.45,0.05,normal,0.0732,0.0035000121446209704,0.9268,0.95,5000
200,0.0022500000000000003,0.45,0.1,jeffreys,0.966,0.01438493452268203,0.034,0.95,5000
200,0.0022500000000000003,0.45,0.1,cp,0.966,0.020138643590972064,0.034,0.95,5000
200,0.0022500000000000003,0.45,0.1,normal,0.0388,0.0024565285139013485,0.9612,0.95,5000
200,0.0022500000000000003,0.45,0.15,jeffreys,0.9712,0.01412719058088496,0.0288,0.95,5000
200,0.0022500000000000003,0.45,0.15,cp,0.9712,0.019896393260243776,0.0288,0.95,5000
200,0.0022500000000000003,0.45,0.15,normal,0.0238,0.0020864685824292083,0.9762,0.95,5000
200,0.0022500000000000003,0.45,0.2,jeffreys,0.9746,0.014079123828896561,0.0254,0.95,5000
200,0.0022500000000000003,0.45,0.2,cp,0.9746,0.019856217486595783,0.0254,0.95,5000
200,0.0022500000000000003,0.45,0.2,normal,0.0176,0.001980279961135289,0.9824,0.95,5000
200,0.0025,0.5,0.0,jeffreys,0.9854,0.01734831809652561,0.0146,0.95,5000
200,0.0025,0.5,0.0,cp,0.9854,0.0227614282251763,0.0146,0.95,5000
200,0.0025,0.5,0.0,normal,0.4062,0.007007239287090096,0.5938,0.95,5000
200,0.0025,0.5,0.01,jeffreys,0.9386,0.01641283949750184,0.0614,0.95,5000
200,0.0025,0.5,0.01,cp,0.9386,0.02199267746552724,0.0614,0.95,5000
200,0.0025,0.5,0.01,normal,0.2188,0.005521246825994397,0.7812,0.95,5000
200,0.0025,0.5,0.02,jeffreys,0.9396,0.015794253116756665,0.0604,0.95,5000
200,0.0025,0.5,0.02,cp,0.9396,0.021437669994048898,0.0604,0.95,5000
200,0.0025,0.5,0.02,normal,0.1492,0.004583426937056125,0.8508,0.95,5000
200,0.0025,0.5,0.05,jeffreys,0.9418,0.015473491378037251,0.0582,0.95,5000
200,0.0025,0.5,0.05,cp,0.9418,0.021176923543694978,0.0582,0.95,5000
200,0.0025,0.5,0.05,normal,0.0778,0.003957723190619229,0.9222,0.95,5000
200,0.0025,0.5,0.1,jeffreys,0.9618,0.014602264895148633,0.0382,0.95,5000
200,0.0025,0.5,0.1,cp,0.9618,0.020348635691950157,0.0382,0.95,5000
200,0.0025,0.5,0.1,normal,0.0422,0.002742334588163771,0.9578,0.95,5000
200,0.0025,0.5,0.15,jeffreys,0.9698,0.01418290514929557,0.0302,0.95,5000
200,0.0025,0.5,0.15,cp,0.9698,0.01995179485706619,0.0302,0.95,5000
200,0.0025,0.5,0.15,normal,0.0244,0.0021576216754974602,0.9756,0.95,5000
200,0.0025,0.5,0.2,jeffreys,0.9744,0.013964506388797867,0.0256,0.95,5000
200,0.0025,0.5,0.2,cp,0.9744,0.01974214810524532,0.0256,0.95,5000
200,0.0025,0.5,0.2,normal,0.0172,0.0018596119758308384,0.9828,0.95,5000
200,0.003,0.6,0.0,jeffreys,0.9758,0.01808653683851757,0.0242,0.95,5000
200,0.003,0.6,0.0,cp,0.9758,0.023450661307183224,0.0242,0.95,5000
200,0.003,0.6,0.0,normal,0.456,0.008052212390130539,0.544,0.95,5000
200,0.003,0.6,0.01,jeffreys,0.9248,0.01717500277794154,0.0752,0.95,5000
200,0.003,0.6,0.01,cp,0.9248,0.022715709157977482,0.0752,0.95,5000
200,0.003,0.6,0.01,normal,0.2518,0.006579352876157012,0.7482,0.95,5000
200,0.003,0.6,0.02,jeffreys,0.928,0.016483940841453982,0.072,0.95,5000
200,0.003,0.6,0.02,cp,0.928,0.022095098743530748,0.072,0.95,5000
200,0.003,0.6,0.02,normal,0.174,0.005521275818233296,0.826,0.95,5000
200,0.003,0.6,0.05,jeffreys,0.9426,0.015466914618553007,0.0574,0.95,5000
200,0.003,0.6,0.05,cp,0.9426,0.021156156184583746,0.0574,0.95,5000
200,0.003,0.6,0.05,normal,0.0936,0.00400990063362223,0.9064,0.95,5000
200,0.003,0.6,0.1,jeffreys,0.9536,0.015158836684765881,0.0464,0.95,5000
200,0.003,0.6,0.1,cp,0.9536,0.020891880946394794,0.0464,0.95,5000
200,0.003,0.6,0.1,normal,0.0498,0.0034303881782525338,0.9502,0.95,5000
200,0.003,0.6,0.15,jeffreys,0.9606,0.014828761580294142,0.0394,0.95,5000
200,0.003,0.6,0.15,cp,0.9606,0.020581603159471912,0.0394,0.95,5000
200,0.003,0.6,0.15,normal,0.0346,0.00294742477809542,0.9654,0.95,5000
200,0.003,0.6,0.2,jeffreys,0.9674,0.014479728923554308,0.0326,0.95,5000
200,0.003,0.6,0.2,cp,0.9674,0.020244479330228226,0.0326,0.95,5000
200,0.003,0.6,0.2,normal,0.0272,0.002488657941506806,0.9728,0.95,5000
200,0.0034999999999999996,0.7,0.0,jeffreys,0.9646,0.01900554353811026,0.0354,0.95,5000
200,0.0034999999999999996,0.7,0.0,cp,0.9938,0.024313583615464106,0.0062,0.95,5000
200,0.0034999999999999996,0.7,0.0,normal,0.514,0.009346176430384597,0.486,0.95,5000
200,0.0034999999999999996,0.7,0.01,jeffreys,0.9152,0.017708819289238474,0.0848,0.95,5000
200,0.0034999999999999996,0.7,0.01,cp,0.948,0.023221163506270272,0.052,0.95,5000
200,0.0034999999999999996,0.7,0.01,normal,0.2874,0.0073184509590418145,0.7126,0.95,5000
200,0.0034999999999999996,0.7,0.02,jeffreys,0.9096,0.01709770502869564,0.0904,0.95,5000
200,0.0034999999999999996,0.7,0.02,cp,0.939,0.022685367224997866,0.061,0.95,5000
200,0.0034999999999999996,0.7,0.02,normal,0.2038,0.006356284122522525,0.7962,0.95,5000
200,0.0034999999999999996,0.7,0.05,jeffreys,0.9278,0.016305637884354574,0.0722,0.95,5000
200,0.0034999999999999996,0.7,0.05,cp,0.9456,0.021976965533863354,0.0544,0.95,5000
200,0.0034999999999999996,0.7,0.05,normal,0.1078,0.00504882052322374,0.8922,0.95,5000
200,0.0034999999999999996,0.7,0.1,jeffreys,0.9446,0.015449268462377921,0.0554,0.95,5000
200,0.0034999999999999996,0.7,0.1,cp,0.956,0.021165833670612217,0.044,0.95,5000
200,0.0034999999999999996,0.7,0.1,normal,0.0698,0.0038557749770034943,0.9302,0.95,5000
200,0.0034999999999999996,0.7,0.15,jeffreys,0.9566,0.015228239697518143,0.0434,0.95,5000
200,0.0034999999999999996,0.7,0.15,cp,0.9616,0.02097107411631967,0.0384,0.95,5000
200,0.0034999999999999996,0.7,0.15,normal,0.044,0.003437663452331882,0.956,0.95,5000
200,0.0034999999999999996,0.7,0.2,jeffreys,0.9626,0.014823333166615129,0.0374,0.95,5000
200,0.0034999999999999996,0.7,0.2,cp,0.967,0.020582828285941875,0.033,0.95,5000
200,0.0034999999999999996,0.7,0.2,normal,0.0292,0.002899596763933603,0.9708,0.95,5000
200,0.004,0.8,0.0,jeffreys,0.9568,0.019622206474856612,0.0432,0.95,5000
200,0.004,0.8,0.0,cp,0.993,0.024895651790310502,0.007,0.95,5000
200,0.004,0.8,0.0,normal,0.5494,0.010207107157787877,0.4506,0.95,5000
200,0.004,0.8,0.01,jeffreys,0.887,0.01886058355561758,0.113,0.95,5000
200,0.004,0.8,0.01,cp,0.9374,0.02432115246673627,0.0626,0.95,5000
200,0.004,0.8,0.01,normal,0.3402,0.008904599441324693,0.6598,0.95,5000
200,0.004,0.8,0.02,jeffreys,0.8984,0.017880844234995107,0.1016,0.95,5000
200,0.004,0.8,0.02,cp,0.9314,0.02342532367940281,0.0686,0.95,5000
200,0.004,0.8,0.02,normal,0.2438,0.007448286439952557,0.7562,0.95,5000
200,0.004,0.8,0.05,jeffreys,0.9128,0.017090818167852295,0.0872,0.95,5000
200,0.004,0.8,0.05,cp,0.9324,0.022738609672248385,0.0676,0.95,5000
200,0.004,0.8,0.05,normal,0.1244,0.006066296298996979,0.8756,0.95,5000
200,0.004,0.8,0.1,jeffreys,0.941,0.015738888251880696,0.059,0.95,5000
200,0.004,0.8,0.1,cp,0.9508,0.021448917834537982,0.0492,0.95,5000
200,0.004,0.8,0.1,normal,0.072,0.0042086320650095745,0.928,0.95,5000
200,0.004,0.8,0.15,jeffreys,0.9536,0.015339539118554246,0.0464,0.95,5000
200,0.004,0.8,0.15,cp,0.9594,0.02107939659852844,0.0406,0.95,5000
200,0.004,0.8,0.15,normal,0.0454,0.0035789292413507374,0.9546,0.95,5000
200,0.004,0.8,0.2,jeffreys,0.9602,0.014996910556602839,0.0398,0.95,5000
200,0.004,0.8,0.2,cp,0.9642,0.020756887291569468,0.0358,0.95,5000
200,0.004,0.8,0.2,normal,0.0264,0.003094530343790638,0.9736,0.95,5000
200,0.0045000000000000005,0.9,0.0,jeffreys,0.9868,0.020508176848382322,0.0132,0.95,5000
200,0.0045000000000000005,0.9,0.0,cp,0.9868,0.02573728660192225,0.0132,0.95,5000
200,0.0045000000000000005,0.9,0.0,normal,0.595,0.011447592321614138,0.405,0.95,5000
200,0.0045000000000000005,0.9,0.01,jeffreys,0.931,0.019430331887948224,0.069,0.95,5000
200,0.0045000000000000005,0.9,0.01,cp,0.931,0.024855872123789653,0.069,0.95,5000
200,0.0045000000000000005,0.9,0.01,normal,0.3738,0.009697621158622048,0.6262,0.95,5000
