n,p_true,np_target,rho,method,coverage,avg_length,reject_star_rate,conf_level,n_sim
100,0.002,0.2,0.02,jeffreys,0.9592,0.02785237882142485,0.0408,0.95,5000
100,0.002,0.2,0.02,cp,0.9592,0.03912291625162623,0.0408,0.95,5000
100,0.002,0.2,0.02,normal,0.1002,0.004451272719331594,0.8998,0.95,5000
100,0.002,0.2,0.05,jeffreys,0.9662,0.02725015361751068,0.0338,0.95,5000
100,0.002,0.2,0.05,cp,0.9662,0.03859950562250584,0.0338,0.95,5000
100,0.002,0.2,0.05,normal,0.0532,0.0034777039851812525,0.9468,0.95,5000
100,0.002,0.2,0.1,jeffreys,0.969,0.02708267845941689,0.031,0.95,5000
100,0.002,0.2,0.1,cp,0.969,0.03846933478461003,0.031,0.95,5000
100,0.002,0.2,0.1,normal,0.033,0.0031442542241634347,0.967,0.95,5000
100,0.002,0.2,0.15,jeffreys,0.9766,0.02665091817066475,0.0234,0.95,5000
100,0.002,0.2,0.15,cp,0.9766,0.038063541353881514,0.0234,0.95,5000
100,0.002,0.2,0.15,normal,0.0194,0.0025224671549640572,0.9806,0.95,5000
100,0.002,0.2,0.2,jeffreys,0.9838,0.026189527248403715,0.0162,0.95,5000
100,0.002,0.2,0.2,cp,0.9838,0.03761696130563933,0.0162,0.95,5000
100,0.002,0.2,0.2,normal,0.0164,0.001888540143040909,0.9836,0.95,5000
100,0.0025,0.25,0.0,jeffreys,0.9724,0.02961431704640708,0.0276,0.95,5000
100,0.0025,0.25,0.0,cp,0.997,0.04065165990450363,0.003,0.95,5000
100,0.0025,0.25,0.0,normal,0.2234,0.007139040304332873,0.7766,0.95,5000
100,0.0025,0.25,0.01,jeffreys,0.9464,0.029094115130735135,0.0536,0.95,5000
100,0.0025,0.25,0.01,cp,0.9792,0.04025333095144832,0.0208,0.95,5000
100,0.0025,0.25,0.01,normal,0.1578,0.006273618424874076,0.8422,0.95,5000
100,0.0025,0.25,0.02,jeffreys,0.9426,0.028694639356553656,0.0574,0.95,5000
100,0.0025,0.25,0.02,cp,0.9718,0.03992364145557044,0.0282,0.95,5000
100,0.0025,0.25,0.02,normal,0.118,0.005629714133387855,0.882,0.95,5000
100,0.0025,0.25,0.05,jeffreys,0.9524,0.027939483546120376,0.0476,0.95,5000
100,0.0025,0.25,0.05,cp,0.9698,0.0392567153603483,0.0302,0.95,5000
100,0.0025,0.25,0.05,normal,0.067,0.0044509014498168254,0.933,0.95,5000
100,0.0025,0.25,0.1,jeffreys,0.9622,0.027477150506035,0.0378,0.95,5000
100,0.0025,0.25,0.1,cp,0.972,0.038844292223410654,0.028,0.95,5000
100,0.0025,0.25,0.1,normal,0.0408,0.0036998730755958137,0.9592,0.95,5000
100,0.0025,0.25,0.15,jeffreys,0.972,0.026834029705501576,0.028,0.95,5000
100,0.0025,0.25,0.15,cp,0.9812,0.03823520217229773,0.0188,0.95,5000
100,0.0025,0.25,0.15,normal,0.0268,0.0027713998622507334,0.9732,0.95,5000
100,0.0025,0.25,0.2,jeffreys,0.9718,0.027323050784181492,0.0282,0.95,5000
100,0.0025,0.25,0.2,cp,0.9754,0.03872596141956869,0.0246,0.95,5000
100,0.0025,0.25,0.2,normal,0.0206,0.0033262321173393367,0.9794,0.95,5000
100,0.003,0.3,0.0,jeffreys,0.9634,0.030275260752714656,0.0366,0.95,5000
100,0.003,0.3,0.0,cp,0.9966,0.041260033041086365,0.0034,0.95,5000
100,0.003,0.3,0.0,normal,0.2502,0.008094842577721185,0.7498,0.95,5000
100,0.003,0.3,0.01,jeffreys,0.9366,0.029835899857032114,0.0634,0.95,5000
100,0.003,0.3,0.01,cp,0.9754,0.04094001850302276,0.0246,0.95,5000
100,0.003,0.3,0.01,normal,0.1862,0.0073502144792089085,0.8138,0.95,5000
100,0.003,0.3,0.02,jeffreys,0.9328,0.02960540885749188,0.0672,0.95,5000
100,0.003,0.3,0.02,cp,0.9626,0.040781103267525175,0.0374,0.95,5000
100,0.003,0.3,0.02,normal,0.141,0.006918578879632753,0.859,0.95,5000
100,0.003,0.3,0.05,jeffreys,0.9422,0.028852347518774007,0.0578,0.95,5000
100,0.003,0.3,0.05,cp,0.9638,0.04013245063515932,0.0362,0.95,5000
100,0.003,0.3,0.05,normal,0.0812,0.005652889702547185,0.9188,0.95,5000
100,0.003,0.3,0.1,jeffreys,0.9582,0.02771665094623449,0.0418,0.95,5000
100,0.003,0.3,0.1,cp,0.9684,0.039078342684499424,0.0316,0.95,5000
100,0.003,0.3,0.1,normal,0.042,0.004020778166448887,0.958,0.95,5000
100,0.003,0.3,0.15,jeffreys,0.967,0.02729893063690114,0.033,0.95,5000
100,0.003,0.3,0.15,cp,0.9764,0.03868505376695933,0.0236,0.95,5000
100,0.003,0.3,0.15,normal,0.0312,0.003382455766541751,0.9688,0.95,5000
100,0.003,0.3,0.2,jeffreys,0.9672,0.027473878598485386,0.0328,0.95,5000
100,0.003,0.3,0.2,cp,0.973,0.03886801134784674,0.027,0.95,5000
100,0.003,0.3,0.2,normal,0.0242,0.003560056413440588,0.9758,0.95,5000
100,0.0034999999999999996,0.35,0.0,jeffreys,0.9536,0.031198052860105945,0.0464,0.95,5000
100,0.0034999999999999996,0.35,0.0,cp,0.9946,0.04210753289810124,0.0054,0.95,5000
100,0.0034999999999999996,0.35,0.0,normal,0.2886,0.009435479515700188,0.7114,0.95,5000
100,0.0034999999999999996,0.35,0.01,jeffreys,0.9208,0.030805264807524078,0.0792,0.95,5000
100,0.0034999999999999996,0.35,0.01,cp,0.9686,0.041848389712785726,0.0314,0.95,5000
100,0.0034999999999999996,0.35,0.01,normal,0.2166,0.008736622625785525,0.7834,0.95,5000
100,0.0034999999999999996,0.35,0.02,jeffreys,0.9182,0.030240430646050358,0.0818,0.95,5000
100,0.0034999999999999996,0.35,0.02,cp,0.9604,0.04137315144928939,0.0396,0.95,5000
100,0.0034999999999999996,0.35,0.02,normal,0.1646,0.00783683303142708,0.8354,0.95,5000
100,0.0034999999999999996,0.35,0.05,jeffreys,0.9346,0.029134726950785846,0.0654,0.95,5000
100,0.0034999999999999996,0.35,0.05,cp,0.9578,0.04039552614394502,0.0422,0.95,5000
100,0.0034999999999999996,0.35,0.05,normal,0.0926,0.006097252040762773,0.9074,0.95,5000
100,0.0034999999999999996,0.35,0.1,jeffreys,0.9514,0.028579100301046476,0.0486,0.95,5000
100,0.0034999999999999996,0.35,0.1,cp,0.9638,0.039911094819962446,0.0362,0.95,5000
100,0.0034999999999999996,0.35,0.1,normal,0.05,0.005118742846012161,0.95,0.95,5000
100,0.0034999999999999996,0.35,0.15,jeffreys,0.9576,0.02817773649171534,0.0424,0.95,5000
100,0.0034999999999999996,0.35,0.15,cp,0.9656,0.039540520503209595,0.0344,0.95,5000
100,0.0034999999999999996,0.35,0.15,normal,0.0366,0.004524380347649122,0.9634,0.95,5000
100,0.0034999999999999996,0.35,0.2,jeffreys,0.9664,0.027611241555370383,0.0336,0.95,5000
100,0.0034999999999999996,0.35,0.2,cp,0.9732,0.03900457892278796,0.0268,0.95,5000
100,0.0034999999999999996,0.35,0.2,normal,0.0258,0.003703764125700149,0.9742,0.95,5000
100,0.004,0.4,0.0,jeffreys,0.937,0.032272153001162374,0.063,0.95,5000
100,0.004,0.4,0.0,cp,0.9946,0.0430984791931528,0.0054,0.95,5000
100,0.004,0.4,0.0,normal,0.331,0.010984111147491418,0.669,0.95,5000
100,0.004,0.4,0.01,jeffreys,0.9122,0.031422106587567326,0.0878,0.95,5000
100,0.004,0.4,0.01,cp,0.9642,0.0424227657077956,0.0358,0.95,5000
100,0.004,0.4,0.01,normal,0.2376,0.009625151307715213,0.7624,0.95,5000
100,0.004,0.4,0.02,jeffreys,0.9084,0.031069968487016108,0.0916,0.95,5000
100,0.004,0.4,0.02,cp,0.952,0.04215443670313616,0.048,0.95,5000
100,0.004,0.4,0.02,normal,0.185,0.009015491947758662,0.815,0.95,5000
100,0.004,0.4,0.05,jeffreys,0.9204,0.03013705470394725,0.0796,0.95,5000
100,0.004,0.4,0.05,cp,0.9506,0.04135102588779285,0.0494,0.95,5000
100,0.004,0.4,0.05,normal,0.1102,0.007466888773372169,0.8898,0.95,5000
100,0.004,0.4,0.1,jeffreys,0.9416,0.029250648047309015,0.0584,0.95,5000
100,0.004,0.4,0.1,cp,0.9542,0.04055661915431235,0.0458,0.95,5000
100,0.004,0.4,0.1,normal,0.0584,0.006045039468786706,0.9416,0.95,5000
100,0.004,0.4,0.15,jeffreys,0.9518,0.02876373815693289,0.0482,0.95,5000
100,0.004,0.4,0.15,cp,0.9616,0.040111613757218036,0.0384,0.95,5000
100,0.004,0.4,0.15,normal,0.0404,0.005266637399002151,0.9596,0.95,5000
100,0.004,0.4,0.2,jeffreys,0.9656,0.027748789286754477,0.0344,0.95,5000
100,0.004,0.4,0.2,cp,0.973,0.039133551708167146,0.027,0.95,5000
100,0.004,0.4,0.2,normal,0.0284,0.003891436034841273,0.9716,0.95,5000
100,0.0045000000000000005,0.45,0.0,jeffreys,0.9888,0.0333923380177322,0.0112,0.95,5000
100,0.0045000000000000005,0.45,0.0,cp,0.9888,0.04413780159416363,0.0112,0.95,5000
100,0.0045000000000000005,0.45,0.0,normal,0.3722,0.01259950037265882,0.6278,0.95,5000
100,0.0045000000000000005,0.45,0.01,jeffreys,0.955,0.0322232876661949,0.045,0.95,5000
100,0.0045000000000000005,0.45,0.01,cp,0.955,0.043187586852170314,0.045,0.95,5000
100,0.0045000000000000005,0.45,0.01,normal,0.2556,0.010744794419936176,0.7444,0.95,5000
100,0.0045000000000000005,0.45,0.02,jeffreys,0.9386,0.03207581334913046,0.0614,0.95,5000
100,0.0045000000000000005,0.45,0.02,cp,0.9386,0.043121606189817314,0.0614,0.95,5000
100,0.0045000000000000005,0.45,0.02,normal,0.2022,0.010404389774699305,0.7978,0.95,5000
100,0.0045000000000000005,0.45,0.05,jeffreys,0.9444,0.03077235230528188,0.0556,0.95,5000
100,0.0045000000000000005,0.45,0.05,cp,0.9444,0.04195962037426508,0.0556,0.95,5000
100,0.0045000000000000005,0.45,0.05,normal,0.1194,0.008319740523666198,0.8806,0.95,5000
100,0.0045000000000000005,0.45,0.1,jeffreys,0.9498,0.029628436824557514,0.0502,0.95,5000
100,0.0045000000000000005,0.45,0.1,cp,0.9498,0.04092556846466475,0.0502,0.95,5000
100,0.0045000000000000005,0.45,0.1,normal,0.0634,0.006538149276495301,0.9366,0.95,5000
100,0.0045000000000000005,0.45,0.15,jeffreys,0.96,0.02884639938994169,0.04,0.95,5000
100,0.0045000000000000005,0.45,0.15,cp,0.96,0.04019210633037894,0.04,0.95,5000
100,0.0045000000000000005,0.45,0.15,normal,0.0396,0.005379092580493653,0.9604,0.95,5000
100,0.0045000000000000005,0.45,0.2,jeffreys,0.9678,0.027985147743885063,0.0322,0.95,5000
100,0.0045000000000000005,0.45,0.2,cp,0.9678,0.03935949643178257,0.0322,0.95,5000
100,0.0045000000000000005,0.45,0.2,normal,0.0304,0.004244874526856793,0.9696,0.95,5000
100,0.005,0.5,0.0,jeffreys,0.984,0.034062893231659175,0.016,0.95,5000
100,0.005,0.5,0.0,cp,0.984,0.044759586425392885,0.016,0.95,5000
100,0.005,0.5,0.0,normal,0.3972,0.013570696095727785,0.6028,0.95,5000
100,0.005,0.5,0.01,jeffreys,0.9508,0.03306859899322158,0.0492,0.95,5000
100,0.005,0.5,0.01,cp,0.9508,0.04397081826889543,0.0492,0.95,5000
100,0.005,0.5,0.01,normal,0.2862,0.01197217894086016,0.7138,0.95,5000
100,0.005,0.5,0.02,jeffreys,0.9366,0.03259591555984892,0.0634,0.95,5000
100,0.005,0.5,0.02,cp,0.9366,0.04359575088055866,0.0634,0.95,5000
100,0.005,0.5,0.02,normal,0.226,0.01117626368847797,0.774,0.95,5000
100,0.005,0.5,0.05,jeffreys,0.9342,0.031608231418078975,0.0658,0.95,5000
100,0.005,0.5,0.05,cp,0.9342,0.04275295204632699,0.0658,0.95,5000
100,0.005,0.5,0.05,normal,0.1392,0.009520292012944596,0.8608,0.95,5000
100,0.005,0.5,0.1,jeffreys,0.9504,0.02978384119489176,0.0496,0.95,5000
100,0.005,0.5,0.1,cp,0.9504,0.04105878199976349,0.0496,0.95,5000
100,0.005,0.5,0.1,normal,0.0744,0.006803405512198136,0.9256,0.95,5000
100,0.005,0.5,0.15,jeffreys,0.9512,0.029663185595850565,0.0488,0.95,5000
100,0.005,0.5,0.15,cp,0.9512,0.04097019516875087,0.0488,0.95,5000
100,0.005,0.5,0.15,normal,0.0558,0.006511082033636596,0.9442,0.95,5000
100,0.005,0.5,0.2,jeffreys,0.9592,0.029028416302975358,0.0408,0.95,5000
100,0.005,0.5,0.2,cp,0.9592,0.040376996873239236,0.0408,0.95,5000
100,0.005,0.5,0.2,normal,0.0398,0.005555954563395564,0.9602,0.95,5000
100,0.006,0.6,0.0,jeffreys,0.9784,0.03580667413642076,0.0216,0.95,5000
100,0.006,0.6,0.0,cp,0.9784,0.04638661177183432,0.0216,0.95,5000
100,0.006,0.6,0.0,normal,0.4572,0.016064853023732516,0.5428,0.95,5000
100,0.006,0.6,0.01,jeffreys,0.9392,0.03449586322132303,0.0608,0.95,5000
100,0.006,0.6,0.01,cp,0.9392,0.0453120705591008,0.0608,0.95,5000
100,0.006,0.6,0.01,normal,0.3246,0.013992521386567043,0.6754,0.95,5000
100,0.006,0.6,0.02,jeffreys,0.9202,0.03421393554326224,0.0798,0.95,5000
100,0.006,0.6,0.02,cp,0.9202,0.04513193989950856,0.0798,0.95,5000
100,0.006,0.6,0.02,normal,0.2642,0.01345151679825344,0.7358,0.95,5000
100,0.006,0.6,0.05,jeffreys,0.917,0.03284686351826443,0.083,0.95,5000
100,0.006,0.6,0.05,cp,0.917,0.04394481422933493,0.083,0.95,5000
100,0.006,0.6,0.05,normal,0.1528,0.011200530669485993,0.8472,0.95,5000
100,0.006,0.6,0.1,jeffreys,0.9386,0.030922288211409597,0.0614,0.95,5000
100,0.006,0.6,0.1,cp,0.9386,0.042158050416682226,0.0614,0.95,5000
100,0.006,0.6,0.1,normal,0.0856,0.008309931643511846,0.9144,0.95,5000
100,0.006,0.6,0.15,jeffreys,0.942,0.030498132006233726,0.058,0.95,5000
100,0.006,0.6,0.15,cp,0.942,0.041786321813077815,0.058,0.95,5000
100,0.006,0.6,0.15,normal,0.0604,0.007576845193299415,0.9396,0.95,5000
100,0.006,0.6,0.2,jeffreys,0.9488,0.029809282291546186,0.0512,0.95,5000
100,0.006,0.6,0.2,cp,0.9488,0.04113964124748992,0.0512,0.95,5000
100,0.006,0.6,0.2,normal,0.0406,0.006574472586939272,0.9594,0.95,5000
100,0.006999999999999999,0.7,0.0,jeffreys,0.9664,0.03725868438445658,0.0336,0.95,5000
100,0.006999999999999999,0.7,0.0,cp,0.9934,0.047752936169092035,0.0066,0.95,5000
100,0.006999999999999999,0.7,0.0,normal,0.5002,0.018136734933410763,0.4998,0.95,5000
100,0.006999999999999999,0.7,0.01,jeffreys,0.9202,0.036258986499963626,0.0798,0.95,5000
100,0.006999999999999999,0.7,0.01,cp,0.9632,0.046975510360798084,0.0368,0.95,5000
100,0.006999999999999999,0.7,0.01,normal,0.375,0.01652241240613364,0.625,0.95,5000
100,0.006999999999999999,0.7,0.02,jeffreys,0.909,0.035317004900349475,0.091,0.95,5000
100,0.006999999999999999,0.7,0.02,cp,0.9482,0.04617685095260971,0.0518,0.95,5000
100,0.006999999999999999,0.7,0.02,normal,0.289,0.014990373963400217,0.711,0.95,5000
100,0.006999999999999999,0.7,0.05,jeffreys,0.9124,0.033513686078425364,0.0876,0.95,5000
100,0.006999999999999999,0.7,0.05,cp,0.9358,0.04458806468623988,0.0642,0.95,5000
100,0.006999999999999999,0.7,0.05,normal,0.1628,0.012084875107553832,0.8372,0.95,5000
100,0.006999999999999999,0.7,0.1,jeffreys,0.9308,0.031759677697880746,0.0692,0.95,5000
100,0.006999999999999999,0.7,0.1,cp,0.9448,0.042967397345228406,0.0552,0.95,5000
100,0.006999999999999999,0.7,0.1,normal,0.0946,0.009400978611662713,0.9054,0.95,5000
100,0.006999999999999999,0.7,0.15,jeffreys,0.9384,0.03100870575375252,0.0616,0.95,5000
100,0.006999999999999999,0.7,0.15,cp,0.9494,0.042273529715551816,0.0506,0.95,5000
100,0.006999999999999999,0.7,0.15,normal,0.0694,0.008275298538216912,0.9306,0.95,5000
100,0.006999999999999999,0.7,0.2,jeffreys,0.9454,0.030367759061774052,0.0546,0.95,5000
100,0.006999999999999999,0.7,0.2,cp,0.9536,0.041673917284189836,0.0464,0.95,5000
100,0.006999999999999999,0.7,0.2,normal,0.05,0.007322123392907431,0.95,0.95,5000
100,0.008,0.8,0.0,jeffreys,0.954,0.03900901267130284,0.046,0.95,5000
100,0.008,0.8,0.0,cp,0.9902,0.04940757207124997,0.0098,0.95,5000
100,0.008,0.8,0.0,normal,0.5508,0.02061721888287462,0.4492,0.95,5000
100,0.008,0.8,0.01,jeffreys,0.9054,0.03786083042467021,0.0946,0.95,5000
100,0.008,0.8,0.01,cp,0.9502,0.04850547350078397,0.0498,0.95,5000
100,0.008,0.8,0.01,normal,0.4142,0.018734100409211512,0.5858,0.95,5000
100,0.008,0.8,0.02,jeffreys,0.8928,0.037089540551706233,0.1072,0.95,5000
100,0.008,0.8,0.02,cp,0.938,0.0478608934214771,0.062,0.95,5000
100,0.008,0.8,0.02,normal,0.3422,0.017469853393028232,0.6578,0.95,5000
100,0.008,0.8,0.05,jeffreys,0.9016,0.034770018489738985,0.0984,0.95,5000
100,0.008,0.8,0.05,cp,0.9314,0.045772833369481,0.0686,0.95,5000
100,0.008,0.8,0.05,normal,0.2092,0.013853523230888197,0.7908,0.95,5000
100,0.008,0.8,0.1,jeffreys,0.9186,0.03302154821020818,0.0814,0.95,5000
100,0.008,0.8,0.1,cp,0.9356,0.044196474176784885,0.0644,0.95,5000
100,0.008,0.8,0.1,normal,0.1144,0.011025991673199,0.8856,0.95,5000
100,0.008,0.8,0.15,jeffreys,0.9296,0.03180185546429488,0.0704,0.95,5000
100,0.008,0.8,0.15,cp,0.9392,0.043036888436685135,0.0608,0.95,5000
100,0.008,0.8,0.15,normal,0.0882,0.009351447294552022,0.9118,0.95,5000
100,0.008,0.8,0.2,jeffreys,0.9422,0.031028636778125424,0.0578,0.95,5000
100,0.008,0.8,0.2,cp,0.952,0.04231649740298576,0.048,0.95,5000
100,0.008,0.8,0.2,normal,0.0626,0.008121093159226754,0.9374,0.95,5000
100,0.009000000000000001,0.9,0.0,jeffreys,0.9862,0.04067831281303919,0.0138,0.95,5000
100,0.009000000000000001,0.9,0.0,cp,0.9862,0.0509858621833917,0.0138,0.95,5000
100,0.009000000000000001,0.9,0.0,normal,0.5978,0.02300126865713023,0.4022,0.95,5000
100,0.009000000000000001,0.9,0.01,jeffreys,0.9456,0.039623223353267734,0.0544,0.95,5000
100,0.009000000000000001,0.9,0.01,cp,0.9456,0.050177718746934614,0.0544,0.95,5000
100,0.009000000000000001,0.9,0.01,normal,0.4624,0.021236747133344246,0.5376,0.95,5000
100,0.009000000000000001,0.9,0.02,jeffreys,0.9308,0.038289618489135896,0.0692,0.95,5000
100,0.009000000000000001,0.9,0.02,cp,0.9308,0.049009548259963474,0.0692,0.95,5000
100,0.009000000000000001,0.9,0.02,normal,0.3674,0.01914989190783163,0.6326,0.95,5000
100,0.009000000000000001,0.9,0.05,jeffreys,0.922,0.035871949123933294,0.078,0.95,5000
100,0.009000000000000001,0.9,0.05,cp,0.922,0.04682987349760009,0.078,0.95,5000
100,0.009000000000000001,0.9,0.05,normal,0.228,0.015365567019680606,0.772,0.95,5000
100,0.009000000000000001,0.9,0.1,jeffreys,0.923,0.03451137765648838,0.077,0.95,5000
100,0.009000000000000001,0.9,0.1,cp,0.923,0.045637019141134175,0.077,0.95,5000
100,0.009000000000000001,0.9,0.1,normal,0.131,0.013004101879582453,0.869,0.95,5000
100,0.009000000000000001,0.9,0.15,jeffreys,0.9324,0.03301260965273591,0.0676,0.95,5000
100,0.009000000000000001,0.9,0.15,cp,0.9324,0.0442170074021727,0.0676,0.95,5000
100,0.009000000000000001,0.9,0.15,normal,0.0952,0.0108849999231901,0.9048,0.95,5000
100,0.009000000000000001,0.9,0.2,jeffreys,0.943,0.031889009138549064,0.057,0.95,5000
100,0.009000000000000001,0.9,0.2,cp,0.943,0.04314594804768682,0.057,0.95,5000
100,0.009000000000000001,0.9,0.2,normal,0.0734,0.009295258235044266,0.9266,0.95,5000
100,0.01,1.0,0.0,jeffreys,0.9792,0.04174441048054643,0.0208,0.95,5000
100,0.01,1.0,0.0,cp,0.9792,0.052012875029959674,0.0208,0.95,5000
100,0.01,1.0,0.0,normal,0.6178,0.02448720956538233,0.3822,0.95,5000
100,0.01,1.0,0.01,jeffreys,0.9392,0.04094404027576571,0.0608,0.95,5000
100,0.01,1.0,0.01,cp,0.9392,0.05142388598644731,0.0608,0.95,5000
100,0.01,1.0,0.01,normal,0.4994,0.023114366810335265,0.5006,0.95,5000
100,0.01,1.0,0.02,jeffreys,0.92,0.03934470237512687,0.08,0.95,5000
100,0.01,1.0,0.02,cp,0.92,0.050009023304329034,0.08,0.95,5000
100,0.01,1.0,0.02,normal,0.395,0.020662827750898487,0.605,0.95,5000
100,0.01,1.0,0.05,jeffreys,0.9136,0.03722929765603874,0.0864,0.95,5000
100,0.01,1.0,0.05,cp,0.9136,0.04814126716854779,0.0864,0.95,5000
100,0.01,1.0,0.05,normal,0.244,0.017173396178047695,0.756,0.95,5000
100,0.01,1.0,0.1,jeffreys,0.9178,0.034917110113776025,0.0822,0.95,5000
100,0.01,1.0,0.1,cp,0.9178,0.04602297231512759,0.0822,0.95,5000
100,0.01,1.0,0.1,normal,0.138,0.013581013437252515,0.862,0.95,5000
100,0.01,1.0,0.15,jeffreys,0.9248,0.03381799132828814,0.0752,0.95,5000
100,0.01,1.0,0.15,cp,0.9248,0.04499690943709127,0.0752,0.95,5000
100,0.01,1.0,0.15,normal,0.1032,0.011958552655212926,0.8968,0.95,5000
100,0.01,1.0,0.2,jeffreys,0.9388,0.032753162365110854,0.0612,0.95,5000
100,0.01,1.0,0.2,cp,0.9388,0.04398200906057254,0.0612,0.95,5000
100,0.01,1.0,0.2,normal,0.0852,0.01040052213993356,0.9148,0.95,5000
100,0.0125,1.25,0.0,jeffreys,0.9646,0.045754364616643235,0.0354,0.95,5000
100,0.0125,1.25,0.0,cp,0.9928,0.0558331912050167,0.0072,0.95,5000
100,0.0125,1.25,0.0,normal,0.7158,0.030156478105121187,0.2842,0.95,5000
100,0.0125,1.25,0.01,jeffreys,0.9104,0.04401748757531476,0.0896,0.95,5000
100,0.0125,1.25,0.01,cp,0.9592,0.0543689830533354,0.0408,0.95,5000
100,0.0125,1.25,0.01,normal,0.5586,0.027424430859894416,0.4414,0.95,5000
100,0.0125,1.25,0.02,jeffreys,0.8908,0.042540490246321366,0.1092,0.95,5000
100,0.0125,1.25,0.02,cp,0.9356,0.05308565323870823,0.0644,0.95,5000
100,0.0125,1.25,0.02,normal,0.44,0.025013923344802527,0.56,0.95,5000
100,0.0125,1.25,0.05,jeffreys,0.885,0.039867866918741,0.115,0.95,5000
100,0.0125,1.25,0.05,cp,0.9136,0.05067749144184152,0.0864,0.95,5000
100,0.0125,1.25,0.05,normal,0.2834,0.020740940371673875,0.7166,0.95,5000
100,0.0125,1.25,0.1,jeffreys,0.8894,0.03815910713200243,0.1106,0.95,5000
100,0.0125,1.25,0.1,cp,0.9098,0.049156018648796596,0.0902,0.95,5000
100,0.0125,1.25,0.1,normal,0.1788,0.017900901567531217,0.8212,0.95,5000
100,0.0125,1.25,0.15,jeffreys,0.9114,0.03555963457018189,0.0886,0.95,5000
100,0.0125,1.25,0.15,cp,0.9274,0.0466952540197326,0.0726,0.95,5000
100,0.0125,1.25,0.15,normal,0.1178,0.01416017807177266,0.8822,0.95,5000
100,0.0125,1.25,0.2,jeffreys,0.925,0.034236890857764345,0.075,0.95,5000
100,0.0125,1.25,0.2,cp,0.9348,0.04543291030137651,0.0652,0.95,5000
100,0.0125,1.25,0.2,normal,0.0916,0.012320934672165674,0.9084,0.95,5000
100,0.015,1.5,0.0,jeffreys,0.9816,0.049412555331089784,0.0184,0.95,5000
100,0.015,1.5,0.0,cp,0.9816,0.05938126860315987,0.0184,0.95,5000
100,0.015,1.5,0.0,normal,0.7752,0.0352659735792065,0.2248,0.95,5000
100,0.015,1.5,0.01,jeffreys,0.9422,0.04744330664055808,0.0578,0.95,5000
100,0.015,1.5,0.01,cp,0.9422,0.057651859767786355,0.0578,0.95,5000
100,0.015,1.5,0.01,normal,0.6404,0.03219716071595356,0.3596,0.95,5000
100,0.015,1.5,0.02,jeffreys,0.9142,0.04615253314279311,0.0858,0.95,5000
100,0.015,1.5,0.02,cp,0.9142,0.0565414738825977,0.0858,0.95,5000
100,0.015,1.5,0.02,normal,0.5302,0.030036800457245334,0.4698,0.95,5000
100,0.015,1.5,0.05,jeffreys,0.8966,0.04239508380109819,0.1034,0.95,5000
100,0.015,1.5,0.05,cp,0.8966,0.053103755440421854,0.1034,0.95,5000
100,0.015,1.5,0.05,normal,0.3412,0.0242064160545523,0.6588,0.95,5000
100,0.015,1.5,0.1,jeffreys,0.8982,0.03981776345321837,0.1018,0.95,5000
100,0.015,1.5,0.1,cp,0.8982,0.0507479269443655,0.1018,0.95,5000
100,0.015,1.5,0.1,normal,0.2158,0.02016590300914482,0.7842,0.95,5000
100,0.015,1.5,0.15,jeffreys,0.9106,0.03773909118154037,0.0894,0.95,5000
100,0.015,1.5,0.15,cp,0.9106,0.04880126956085822,0.0894,0.95,5000
100,0.015,1.5,0.15,normal,0.1546,0.017048467472120563,0.8454,0.95,5000
100,0.015,1.5,0.2,jeffreys,0.9168,0.03634309045350252,0.0832,0.95,5000
100,0.015,1.5,0.2,cp,0.9168,0.04748601116437269,0.0832,0.95,5000
100,0.015,1.5,0.2,normal,0.113,0.014956202405694638,0.887,0.95,5000
100,0.0175,1.75,0.0,jeffreys,0.966,0.05264395509533994,0.034,0.95,5000
100,0.0175,1.75,0.0,cp,0.992,0.06251197775835485,0.008,0.95,5000
100,0.0175,1.75,0.0,normal,0.8288,0.03978056753332757,0.1712,0.95,5000
100,0.0175,1.75,0.01,jeffreys,0.9238,0.049964187826614555,0.0762,0.95,5000
100,0.0175,1.75,0.01,cp,0.9584,0.06009131684093145,0.0416,0.95,5000
100,0.0175,1.75,0.01,normal,0.6782,0.03567445669349777,0.3218,0.95,5000
100,0.0175,1.75,0.02,jeffreys,0.8944,0.048597855850041824,0.1056,0.95,5000
100,0.0175,1.75,0.02,cp,0.9306,0.05890840944526237,0.0694,0.95,5000
100,0.0175,1.75,0.02,normal,0.5646,0.033362597497854134,0.4354,0.95,5000
100,0.0175,1.75,0.05,jeffreys,0.8666,0.04620678748305955,0.1334,0.95,5000
100,0.0175,1.75,0.05,cp,0.8964,0.05681471557897042,0.1036,0.95,5000
100,0.0175,1.75,0.05,normal,0.3776,0.029264298873741393,0.6224,0.95,5000
100,0.0175,1.75,0.1,jeffreys,0.8818,0.042072707223223815,0.1182,0.95,5000
100,0.0175,1.75,0.1,cp,0.9006,0.05293891924644618,0.0994,0.95,5000
100,0.0175,1.75,0.1,normal,0.239,0.023017571949224745,0.761,0.95,5000
100,0.0175,1.75,0.15,jeffreys,0.8822,0.04130079157606581,0.1178,0.95,5000
100,0.0175,1.75,0.15,cp,0.8934,0.05228087079091612,0.1066,0.95,5000
100,0.0175,1.75,0.15,normal,0.1732,0.02152995595422687,0.8268,0.95,5000
100,0.0175,1.75,0.2,jeffreys,0.9018,0.038507818292845546,0.0982,0.95,5000
